TxnID,AccusedMasterID,AccusedName,Counterparty,Amount,TxnDate,AccountRef
10558,0,Pooja Rao,Vinutha Patil,1388832,2024-12-02 12:02:48,AC95400999
10559,0,Prakash Reddy,Chetan Murthy,3394972,2024-12-02 12:02:48,AC42990544
10560,0,Pooja Rao,Mary Murthy,914429,2024-12-02 12:02:48,AC94616855
10561,0,Fatima Desai,Basavaraj Rao,3203517,2024-12-02 13:55:47,AC56890202
10562,0,Fatima Desai,Yashwanth Reddy,1640157,2024-12-02 13:55:47,AC28032479
10563,0,Lakshmi Kumar,Ravi Rao,1884357,2024-12-02 13:55:47,AC83944018
10564,0,Ravi Rao,Prakash Naik,1815093,2024-12-02 13:55:47,AC65259493
10565,0,Ravi Rao,Deepak Bhat,1593614,2024-12-02 13:55:47,AC33643234
10566,0,Ravi Rao,Chetan Iyengar,3934450,2024-12-02 13:55:47,AC27963204
10567,0,Manjunath Iyengar,Lakshmi Kumar,4347006,2024-12-02 15:09:51,AC54689351
10568,0,Manjunath Iyengar,Fatima Patil,1023806,2024-12-02 15:09:51,AC59945741
10569,0,Anitha Bhat,Ashwini Patil,3325932,2024-12-02 15:09:51,AC73908177
10570,0,Girish Reddy,Suresh Murthy,1268420,2024-12-02 15:09:51,AC31791855
10571,0,Manjunath Iyengar,Manjunath Murthy,4609295,2024-12-02 15:09:51,AC32193589
10572,0,Imran Gowda,Prakash Hegde,2470533,2024-12-02 19:23:07,AC19518098
10573,0,Imran Gowda,Manjunath Murthy,4224730,2024-12-02 19:23:07,AC44276944
10574,0,Imran Gowda,Joseph Iyengar,3933614,2024-12-02 19:23:07,AC66177430
10575,0,Chetan Bhat,Ravi Prasad,2971648,2024-12-03 00:24:12,AC90019385
10576,0,Mary Kumar,Yashwanth Prasad,957938,2024-12-03 00:24:12,AC85110546
10577,0,Chetan Bhat,Anitha Bhat,4228945,2024-12-03 00:24:12,AC16339631
10578,0,Chetan Bhat,Suresh Gowda,3675238,2024-12-03 00:24:12,AC88985028
10579,0,Mary Kumar,Ravi Shetty,3477398,2024-12-03 00:24:12,AC97269453
10580,0,Mary Kumar,Ashwini Prasad,4793252,2024-12-03 00:24:12,AC71166318
10581,0,Manjunath Reddy,Bhavana Murthy,4484371,2024-12-03 03:58:28,AC97240636
10582,0,Ashwini Gowda,Girish Kumar,268574,2024-12-03 03:58:28,AC35861912
10583,0,Manjunath Reddy,Manjunath Nayak,3291505,2024-12-03 03:58:28,AC41692494
10584,0,Manjunath Reddy,Ashwini Rao,3867111,2024-12-03 03:58:28,AC40399299
10585,0,Ashwini Gowda,Pooja Kumar,104130,2024-12-03 03:58:28,AC37560005
10586,0,Mary Desai,Joseph Kumar,996769,2024-12-03 07:18:00,AC75553819
10587,0,Vinutha Shetty,Shivakumar Shetty,3875832,2024-12-03 07:18:00,AC56606347
10588,0,Vinutha Shetty,Mary Gowda,2632001,2024-12-03 07:18:00,AC36539587
10589,0,Prakash Desai,Nagaraj Rao,411522,2024-12-03 13:02:51,AC19432849
10590,0,Prakash Desai,Anitha Kumar,2482262,2024-12-03 13:02:51,AC72744730
10591,0,Kiran Gowda,Lakshmi Murthy,1618283,2024-12-03 13:02:51,AC98742844
10592,0,Prakash Desai,Lakshmi Shetty,2002103,2024-12-03 13:02:51,AC40702753
10593,0,Prakash Desai,Ashwini Iyengar,405843,2024-12-03 13:02:51,AC49305160
10594,0,Prakash Desai,Chetan Prasad,2777217,2024-12-03 13:02:51,AC10664402
10595,0,Yashwanth Naik,Girish Reddy,1746009,2024-12-03 15:24:45,AC27748170
10596,0,Yashwanth Naik,Basavaraj Desai,1778308,2024-12-03 15:24:45,AC32370688
10597,0,Yashwanth Naik,Rekha Rao,1473531,2024-12-03 15:24:45,AC11984963
10598,0,Yashwanth Naik,Shivakumar Shetty,3784328,2024-12-03 15:24:45,AC77732910
10599,0,Yashwanth Naik,Yashwanth Nayak,524350,2024-12-03 15:24:45,AC64107141
10600,0,Chetan Naik,Chetan Rao,2562601,2024-12-03 22:08:58,AC57186084
10601,0,Chetan Iyengar,Kiran Nayak,4476625,2024-12-03 22:08:58,AC48169259
10602,0,Ashwini Kulkarni,Manjunath Hegde,4763412,2024-12-04 05:51:10,AC83025460
10603,0,Ashwini Kulkarni,Manjunath Prasad,2807793,2024-12-04 05:51:10,AC93495388
10604,0,Ashwini Kulkarni,Basavaraj Rao,2481613,2024-12-04 05:51:10,AC46443627
10605,0,Ashwini Kulkarni,Basavaraj Prasad,4188073,2024-12-04 05:51:10,AC14187916
10606,0,Chetan Prasad,Suresh Hegde,1314601,2024-12-04 09:27:48,AC59031621
10607,0,Chetan Prasad,Bhavana Kulkarni,4467690,2024-12-04 09:27:48,AC92454672
10608,0,Chetan Prasad,Lakshmi Iyengar,264481,2024-12-04 09:27:48,AC43006086
10609,0,Chetan Prasad,Kiran Murthy,1474219,2024-12-04 09:27:48,AC36198558
10610,0,Shivakumar Patil,Ravi Patil,3364673,2024-12-04 14:40:15,AC68253853
10611,0,Bhavana Nayak,Kiran Prasad,1702886,2024-12-04 14:40:15,AC89438185
10612,0,Suresh Shetty,Suresh Murthy,290854,2024-12-04 18:12:21,AC84486512
10613,0,Yashwanth Bhat,Suresh Hegde,4943756,2024-12-04 18:12:21,AC33478968
10614,0,Suresh Shetty,Shivakumar Hegde,4888881,2024-12-04 18:12:21,AC90158974
10615,0,Rekha Nayak,Yashwanth Shetty,3699300,2024-12-04 19:47:07,AC12979004
10616,0,Joseph Nayak,Mary Bhat,1964924,2024-12-04 19:47:07,AC87098327
10617,0,Joseph Nayak,Fatima Murthy,969448,2024-12-04 19:47:07,AC25233279
10618,0,Rekha Nayak,Ravi Bhat,1033547,2024-12-04 19:47:07,AC43900918
10619,0,Ashwini Shetty,Kiran Gowda,2691847,2024-12-04 20:06:36,AC42389425
10620,0,Ashwini Shetty,Girish Gowda,4339096,2024-12-04 20:06:36,AC66981277
10621,0,Chetan Bhat,Girish Bhat,4566831,2024-12-04 20:06:36,AC68765576
10622,0,Chetan Bhat,Rekha Gowda,3831592,2024-12-04 20:06:36,AC84537454
10623,0,Deepak Kulkarni,Nagaraj Prasad,4617647,2024-12-05 00:21:17,AC38718555
10624,0,Prakash Naik,Manjunath Patil,630911,2024-12-05 00:21:17,AC77290949
10625,0,Deepak Kulkarni,Prakash Bhat,1529453,2024-12-05 00:21:17,AC51990554
10626,0,Prakash Naik,Ravi Prasad,3844153,2024-12-05 00:21:17,AC89096270
10627,0,Prakash Naik,Manjunath Kulkarni,4241563,2024-12-05 00:21:17,AC16098122
10628,0,Mary Iyengar,Kiran Bhat,3021511,2024-12-05 00:21:17,AC97263892
10629,0,Suresh Kulkarni,Imran Naik,4525813,2024-12-05 03:43:51,AC94081878
10630,0,Suresh Kulkarni,Ashwini Rao,284118,2024-12-05 03:43:51,AC35876540
10631,0,Suresh Kulkarni,Mary Naik,3364186,2024-12-05 03:43:51,AC50742888
10632,0,Ravi Gowda,Anitha Desai,2713172,2024-12-05 07:19:28,AC57255566
10633,0,Ravi Gowda,Bhavana Kumar,4174721,2024-12-05 07:19:28,AC61221760
10634,0,Kiran Shetty,Fatima Nayak,3557854,2024-12-05 08:11:20,AC90237285
10635,0,Kiran Shetty,Mary Naik,4905434,2024-12-05 08:11:20,AC27921272
10636,0,Kiran Shetty,Ravi Reddy,4463174,2024-12-05 08:11:20,AC15066039
10637,0,Manjunath Gowda,Ashwini Murthy,3739420,2024-12-05 08:50:32,AC63938278
10638,0,Manjunath Gowda,Imran Kumar,2329066,2024-12-05 08:50:32,AC89523923
10639,0,Manjunath Gowda,Rekha Kulkarni,479284,2024-12-05 08:50:32,AC14121139
10640,0,Manjunath Gowda,Ravi Shetty,4510374,2024-12-05 08:50:32,AC94926615
10641,0,Manjunath Gowda,Rekha Prasad,1357268,2024-12-05 08:50:32,AC68332189
10642,0,Yashwanth Rao,Basavaraj Bhat,2726719,2024-12-05 12:49:09,AC28246034
10643,0,Yashwanth Rao,Rekha Prasad,4486006,2024-12-05 12:49:09,AC76649337
10644,0,Yashwanth Rao,Kiran Naik,1722232,2024-12-05 12:49:09,AC79264254
10645,0,Yashwanth Rao,Vinutha Shetty,1699980,2024-12-05 12:49:09,AC40417677
10646,0,Yashwanth Rao,Rekha Iyengar,4825230,2024-12-05 12:49:09,AC88997025
10647,0,Imran Desai,Suresh Murthy,1016753,2024-12-05 14:06:11,AC34683630
10648,0,Imran Desai,Bhavana Murthy,1812787,2024-12-05 14:06:11,AC97616314
10649,0,Fatima Shetty,Girish Prasad,4223168,2024-12-05 18:23:48,AC13057858
10650,0,Fatima Shetty,Vinutha Bhat,2662259,2024-12-05 18:23:48,AC43858985
10651,0,Joseph Kulkarni,Imran Shetty,162879,2024-12-05 20:31:40,AC71849274
10652,0,Joseph Kulkarni,Suresh Kulkarni,1257615,2024-12-05 20:31:40,AC71802554
10653,0,Yashwanth Rao,Fatima Gowda,4103176,2024-12-05 20:31:40,AC26527588
10654,0,Joseph Kulkarni,Bhavana Kulkarni,604391,2024-12-05 20:31:40,AC48210502
10655,0,Pooja Shetty,Pooja Gowda,1816435,2024-12-05 21:26:40,AC70933100
10656,0,Pooja Gowda,Ashwini Shetty,4011091,2024-12-05 21:26:40,AC88478604
10657,0,Pooja Gowda,Joseph Kumar,3919348,2024-12-05 21:26:40,AC72088144
10658,0,Bhavana Reddy,Manjunath Reddy,4898366,2024-12-05 22:53:22,AC67806674
10659,0,Ashwini Prasad,Basavaraj Kumar,1593220,2024-12-05 22:53:22,AC98557169
10660,0,Bhavana Reddy,Suresh Prasad,1700567,2024-12-05 22:53:22,AC20430643
10661,0,Bhavana Reddy,Prakash Nayak,1963620,2024-12-05 22:53:22,AC31412479
10662,0,Bhavana Reddy,Basavaraj Prasad,4703499,2024-12-05 22:53:22,AC60032703
10663,0,Bhavana Reddy,Basavaraj Iyengar,4400933,2024-12-05 22:53:22,AC11527132
10664,0,Mary Shetty,Ravi Iyengar,4578266,2024-12-05 23:55:42,AC24388906
10665,0,Mary Shetty,Pooja Bhat,1495976,2024-12-05 23:55:42,AC57983707
10666,0,Mary Shetty,Ravi Gowda,1642715,2024-12-05 23:55:42,AC74658241
10667,0,Mary Shetty,Deepak Desai,4302229,2024-12-05 23:55:42,AC14838643
10668,0,Mary Shetty,Girish Desai,3144949,2024-12-05 23:55:42,AC23969492
10669,0,Mary Shetty,Pooja Kumar,3515550,2024-12-05 23:55:42,AC78954746
10670,0,Lakshmi Bhat,Yashwanth Reddy,3403204,2024-12-06 02:49:53,AC77867221
10671,0,Lakshmi Bhat,Girish Reddy,2688184,2024-12-06 02:49:53,AC76239734
10672,0,Lakshmi Bhat,Nagaraj Patil,353366,2024-12-06 02:49:53,AC25278854
10673,0,Lakshmi Bhat,Yashwanth Reddy,4020990,2024-12-06 02:49:53,AC55806930
10674,0,Lakshmi Bhat,Mary Kulkarni,3391576,2024-12-06 02:49:53,AC84397572
10675,0,Lakshmi Bhat,Bhavana Iyengar,1591079,2024-12-06 02:49:53,AC58588129
10676,0,Joseph Gowda,Imran Naik,52894,2024-12-06 03:12:19,AC48857367
10677,0,Ravi Reddy,Nagaraj Prasad,4028256,2024-12-06 03:12:19,AC98333800
10678,0,Ravi Reddy,Nagaraj Patil,837227,2024-12-06 03:12:19,AC15279063
10679,0,Joseph Gowda,Nagaraj Prasad,850436,2024-12-06 03:12:19,AC12061498
10680,0,Joseph Gowda,Ashwini Patil,923901,2024-12-06 03:12:19,AC50680436
10681,0,Lakshmi Nayak,Ashwini Iyengar,1091896,2024-12-06 04:14:30,AC54275806
10682,0,Ashwini Hegde,Bhavana Hegde,1873862,2024-12-06 04:14:30,AC69061364
10683,0,Ashwini Hegde,Ravi Desai,653873,2024-12-06 04:14:30,AC65172477
10684,0,Ashwini Hegde,Mary Bhat,419237,2024-12-06 04:14:30,AC23298735
10685,0,Lakshmi Nayak,Imran Gowda,1534594,2024-12-06 04:14:30,AC52334209
10686,0,Pooja Bhat,Rekha Nayak,4555009,2024-12-06 05:35:03,AC95150989
10687,0,Lakshmi Murthy,Anitha Shetty,3558733,2024-12-06 05:35:03,AC78456834
10688,0,Vinutha Rao,Bhavana Reddy,2569474,2024-12-06 05:50:07,AC18320696
10689,0,Vinutha Rao,Girish Hegde,3716386,2024-12-06 05:50:07,AC87500974
10690,0,Vinutha Rao,Mary Naik,167495,2024-12-06 05:50:07,AC96462592
10691,0,Vinutha Rao,Pooja Reddy,3938922,2024-12-06 05:50:07,AC46724081
10692,0,Vinutha Rao,Pooja Bhat,2195314,2024-12-06 05:50:07,AC53270036
10693,0,Fatima Kumar,Ravi Patil,2578335,2024-12-06 06:43:08,AC88604608
10694,0,Fatima Kumar,Fatima Desai,4089908,2024-12-06 06:43:08,AC63575731
10695,0,Fatima Kumar,Ashwini Kulkarni,4599712,2024-12-06 06:43:08,AC91719643
10696,0,Fatima Rao,Bhavana Murthy,1522203,2024-12-06 09:02:30,AC33130260
10697,0,Nagaraj Prasad,Joseph Desai,4459346,2024-12-06 09:02:30,AC60436532
10698,0,Nagaraj Shetty,Chetan Iyengar,834726,2024-12-06 09:03:53,AC72792664
10699,0,Nagaraj Murthy,Basavaraj Kulkarni,3895036,2024-12-06 09:03:53,AC89795258
10700,0,Vinutha Gowda,Chetan Shetty,3272788,2024-12-06 09:03:53,AC12097540
10701,0,Vinutha Gowda,Yashwanth Gowda,2594464,2024-12-06 09:03:53,AC77292699
10702,0,Manjunath Gowda,Pooja Prasad,772132,2024-12-06 10:22:49,AC24769517
10703,0,Manjunath Gowda,Rekha Desai,1792941,2024-12-06 10:22:49,AC77380210
10704,0,Kiran Shetty,Deepak Reddy,1267576,2024-12-06 10:22:49,AC80954412
10705,0,Manjunath Gowda,Mary Gowda,2330357,2024-12-06 10:22:49,AC27347301
10706,0,Kiran Shetty,Lakshmi Gowda,1216826,2024-12-06 10:22:49,AC20285935
10707,0,Kiran Shetty,Imran Reddy,2005883,2024-12-06 10:22:49,AC88671537
10708,0,Manjunath Hegde,Ravi Shetty,3577181,2024-12-06 10:40:47,AC50965868
10709,0,Manjunath Hegde,Pooja Gowda,705413,2024-12-06 10:40:47,AC86874751
10710,0,Manjunath Hegde,Yashwanth Bhat,938762,2024-12-06 10:40:47,AC47852409
10711,0,Pooja Iyengar,Ashwini Desai,438070,2024-12-06 10:40:47,AC95438219
10712,0,Manjunath Hegde,Kiran Kulkarni,1667756,2024-12-06 10:40:47,AC15934597
10713,0,Kiran Rao,Mary Shetty,1007550,2024-12-06 13:16:51,AC49961295
10714,0,Kiran Rao,Yashwanth Kulkarni,4652039,2024-12-06 13:16:51,AC22390622
10715,0,Prakash Gowda,Prakash Hegde,4350053,2024-12-06 13:38:21,AC91225895
10716,0,Suresh Bhat,Manjunath Gowda,3949538,2024-12-06 13:38:21,AC92515666
10717,0,Suresh Bhat,Girish Hegde,2380017,2024-12-06 13:38:21,AC71882830
10718,0,Suresh Bhat,Shivakumar Hegde,568191,2024-12-06 13:38:21,AC19202717
10719,0,Suresh Bhat,Mary Murthy,4971634,2024-12-06 13:38:21,AC38627942
10720,0,Prakash Gowda,Bhavana Patil,4782208,2024-12-06 13:38:21,AC42512405
10721,0,Ashwini Kulkarni,Chetan Prasad,3798082,2024-12-06 14:13:40,AC15049521
10722,0,Ashwini Kulkarni,Mary Kulkarni,3396044,2024-12-06 14:13:40,AC70695758
10723,0,Lakshmi Nayak,Kiran Rao,2068332,2024-12-06 14:13:40,AC50608565
10724,0,Lakshmi Hegde,Prakash Hegde,2030939,2024-12-06 14:45:18,AC76809483
10725,0,Lakshmi Hegde,Suresh Rao,2943189,2024-12-06 14:45:18,AC24149677
10726,0,Lakshmi Hegde,Manjunath Patil,3488564,2024-12-06 14:45:18,AC84760472
10727,0,Lakshmi Hegde,Shivakumar Shetty,911768,2024-12-06 14:45:18,AC22670718
10728,0,Ashwini Murthy,Imran Naik,924355,2024-12-06 15:00:06,AC58364271
10729,0,Yashwanth Bhat,Deepak Reddy,131629,2024-12-06 15:00:06,AC13699633
10730,0,Ashwini Murthy,Anitha Patil,3148552,2024-12-06 15:00:06,AC86673820
10731,0,Yashwanth Bhat,Pooja Desai,697880,2024-12-06 15:00:06,AC48894423
10732,0,Shivakumar Patil,Kiran Bhat,4674320,2024-12-06 16:22:13,AC22103530
10733,0,Pooja Prasad,Rekha Bhat,6281,2024-12-06 16:22:13,AC34580033
10734,0,Nagaraj Patil,Basavaraj Gowda,2565662,2024-12-06 22:13:23,AC89694707
10735,0,Nagaraj Patil,Rekha Desai,4593027,2024-12-06 22:13:23,AC11542375
10736,0,Nagaraj Patil,Lakshmi Patil,107087,2024-12-06 22:13:23,AC64988817
10737,0,Nagaraj Patil,Shivakumar Hegde,4063137,2024-12-06 22:13:23,AC68463556
10738,0,Nagaraj Patil,Mary Desai,3676538,2024-12-06 22:13:23,AC98047019
10739,0,Nagaraj Patil,Girish Nayak,1999431,2024-12-06 22:13:23,AC81958056
10740,0,Lakshmi Prasad,Bhavana Naik,4295249,2024-12-06 23:10:50,AC20859963
10741,0,Vinutha Nayak,Kiran Iyengar,2012313,2024-12-06 23:10:50,AC64553874
10742,0,Ashwini Murthy,Vinutha Nayak,4119182,2024-12-07 00:15:31,AC97826005
10743,0,Fatima Patil,Manjunath Naik,1369398,2024-12-07 00:15:31,AC89271650
10744,0,Ashwini Murthy,Manjunath Bhat,1067492,2024-12-07 00:15:31,AC48121068
10745,0,Fatima Patil,Prakash Bhat,4581743,2024-12-07 00:15:31,AC87561824
10746,0,Fatima Patil,Rekha Nayak,590265,2024-12-07 00:15:31,AC99757188
10747,0,Fatima Patil,Mary Kumar,2448527,2024-12-07 00:15:31,AC94554475
10748,0,Manjunath Hegde,Lakshmi Desai,2958474,2024-12-07 00:22:18,AC57954278
10749,0,Basavaraj Reddy,Vinutha Desai,871250,2024-12-07 00:22:18,AC85721796
10750,0,Manjunath Hegde,Joseph Kumar,1202730,2024-12-07 00:22:18,AC83344303
10751,0,Manjunath Hegde,Joseph Rao,2208819,2024-12-07 00:22:18,AC89500955
10752,0,Basavaraj Reddy,Imran Gowda,247456,2024-12-07 00:22:18,AC13970019
10753,0,Manjunath Hegde,Lakshmi Kumar,1921492,2024-12-07 00:22:18,AC61212271
10754,0,Basavaraj Iyengar,Nagaraj Iyengar,890375,2024-12-07 02:01:19,AC16482977
10755,0,Basavaraj Iyengar,Kiran Gowda,1092824,2024-12-07 02:01:19,AC93847477
10756,0,Basavaraj Iyengar,Ravi Gowda,3460523,2024-12-07 02:01:19,AC46649715
10757,0,Anitha Iyengar,Girish Hegde,3250678,2024-12-07 02:01:19,AC13784170
10758,0,Basavaraj Iyengar,Joseph Bhat,3036080,2024-12-07 02:01:19,AC11367081
10759,0,Shivakumar Murthy,Girish Hegde,3298886,2024-12-07 04:09:40,AC89721632
10760,0,Vinutha Bhat,Anitha Gowda,1236384,2024-12-07 04:09:40,AC55569902
10761,0,Vinutha Bhat,Kiran Gowda,4154208,2024-12-07 04:09:40,AC75831225
10762,0,Manjunath Nayak,Bhavana Bhat,3622003,2024-12-07 10:26:29,AC84313571
10763,0,Manjunath Nayak,Deepak Naik,3316119,2024-12-07 10:26:29,AC62297060
10764,0,Suresh Patil,Mary Prasad,1482591,2024-12-07 11:32:48,AC16770488
10765,0,Rekha Reddy,Vinutha Kumar,4472589,2024-12-07 11:32:48,AC58640083
10766,0,Suresh Patil,Anitha Prasad,3994000,2024-12-07 11:32:48,AC58762845
10767,0,Rekha Reddy,Girish Hegde,4601817,2024-12-07 11:32:48,AC51265004
10768,0,Suresh Patil,Pooja Iyengar,2491388,2024-12-07 11:32:48,AC95824204
10769,0,Imran Nayak,Anitha Prasad,2370108,2024-12-07 15:09:44,AC76123632
10770,0,Girish Naik,Yashwanth Hegde,4665883,2024-12-07 15:09:44,AC59617197
10771,0,Imran Nayak,Vinutha Hegde,4550962,2024-12-07 15:09:44,AC58111736
10772,0,Kiran Desai,Lakshmi Naik,4795788,2024-12-07 21:37:20,AC74334476
10773,0,Kiran Desai,Pooja Reddy,3992479,2024-12-07 21:37:20,AC55208652
10774,0,Kiran Desai,Mary Hegde,592667,2024-12-07 21:37:20,AC42270442
10775,0,Kiran Desai,Yashwanth Murthy,4721692,2024-12-07 21:37:20,AC31884775
10776,0,Kiran Desai,Basavaraj Reddy,2225335,2024-12-07 21:37:20,AC91192502
10777,0,Suresh Rao,Rekha Kulkarni,706873,2024-12-07 22:33:09,AC36362631
10778,0,Suresh Rao,Joseph Nayak,1549324,2024-12-07 22:33:09,AC28150395
10779,0,Imran Shetty,Chetan Desai,4836798,2024-12-07 22:33:59,AC13112717
10780,0,Imran Shetty,Suresh Nayak,416403,2024-12-07 22:33:59,AC74145511
10781,0,Imran Gowda,Basavaraj Gowda,106963,2024-12-07 22:33:59,AC46786430
10782,0,Rekha Kulkarni,Vinutha Shetty,2501765,2024-12-07 23:02:55,AC70544477
10783,0,Rekha Kulkarni,Joseph Patil,1386145,2024-12-07 23:02:55,AC66066177
10784,0,Rekha Kulkarni,Joseph Shetty,1659246,2024-12-07 23:02:55,AC31163800
10785,0,Rekha Kulkarni,Fatima Kulkarni,1641256,2024-12-07 23:02:55,AC30252320
10786,0,Manjunath Reddy,Lakshmi Desai,3077732,2024-12-07 23:40:24,AC14147499
10787,0,Joseph Desai,Imran Naik,4678342,2024-12-07 23:40:24,AC55388626
10788,0,Joseph Desai,Ashwini Bhat,2714915,2024-12-07 23:40:24,AC49616569
10789,0,Manjunath Reddy,Kiran Murthy,514157,2024-12-07 23:40:24,AC15603861
10790,0,Joseph Desai,Rekha Patil,2543817,2024-12-07 23:40:24,AC12296836
10791,0,Shivakumar Gowda,Vinutha Rao,3499273,2024-12-07 23:40:49,AC55892932
10792,0,Shivakumar Gowda,Joseph Nayak,2168628,2024-12-07 23:40:49,AC98643112
10793,0,Shivakumar Gowda,Rekha Bhat,210074,2024-12-07 23:40:49,AC84890637
10794,0,Shivakumar Gowda,Anitha Kumar,4264273,2024-12-07 23:40:49,AC63420443
10795,0,Shivakumar Gowda,Yashwanth Rao,1644154,2024-12-07 23:40:49,AC15777514
10796,0,Shivakumar Gowda,Rekha Bhat,1588870,2024-12-07 23:40:49,AC30750581
10797,0,Ravi Reddy,Basavaraj Hegde,4270740,2024-12-08 03:30:58,AC83755142
10798,0,Ravi Reddy,Rekha Bhat,4150963,2024-12-08 03:30:58,AC70216942
10799,0,Ravi Reddy,Ashwini Shetty,1708235,2024-12-08 03:30:58,AC51563294
10800,0,Ravi Reddy,Girish Rao,1601174,2024-12-08 03:30:58,AC53009494
10801,0,Ravi Reddy,Deepak Desai,1992190,2024-12-08 03:30:58,AC86575713
10802,0,Ravi Iyengar,Joseph Gowda,60470,2024-12-08 06:43:12,AC19643980
10803,0,Ravi Iyengar,Pooja Murthy,1302309,2024-12-08 06:43:12,AC21802883
10804,0,Ravi Iyengar,Nagaraj Patil,1041345,2024-12-08 06:43:12,AC96354477
10805,0,Ravi Iyengar,Ravi Gowda,3866478,2024-12-08 06:43:12,AC47147417
10806,0,Ravi Iyengar,Suresh Patil,2130483,2024-12-08 06:43:12,AC47306922
10807,0,Pooja Nayak,Manjunath Kumar,4807822,2024-12-08 09:33:48,AC19521390
10808,0,Suresh Hegde,Deepak Kumar,4839210,2024-12-08 09:33:48,AC60767669
10809,0,Fatima Shetty,Pooja Iyengar,4496047,2024-12-08 09:33:48,AC59746271
10810,0,Suresh Hegde,Prakash Kumar,2551567,2024-12-08 09:33:48,AC78344309
10811,0,Fatima Shetty,Mary Hegde,4348497,2024-12-08 09:33:48,AC32779975
10812,0,Pooja Nayak,Kiran Rao,3288616,2024-12-08 09:33:48,AC67821027
10813,0,Imran Bhat,Joseph Bhat,1250287,2024-12-08 09:58:36,AC56489441
10814,0,Imran Bhat,Shivakumar Iyengar,179198,2024-12-08 09:58:36,AC73455011
10815,0,Imran Bhat,Nagaraj Reddy,874273,2024-12-08 09:58:36,AC34259335
10816,0,Imran Bhat,Bhavana Rao,3089920,2024-12-08 09:58:36,AC59376321
10817,0,Imran Bhat,Shivakumar Patil,3374592,2024-12-08 09:58:36,AC92653200
10818,0,Imran Bhat,Lakshmi Prasad,4019270,2024-12-08 09:58:36,AC40063664
10819,0,Anitha Desai,Ravi Naik,1925526,2024-12-08 12:05:46,AC16315166
10820,0,Anitha Desai,Deepak Patil,1384649,2024-12-08 12:05:46,AC27364928
10821,0,Anitha Desai,Shivakumar Kumar,386937,2024-12-08 12:05:46,AC57891348
10822,0,Anitha Desai,Ravi Kulkarni,4961889,2024-12-08 12:05:46,AC12687911
10823,0,Pooja Kumar,Joseph Kulkarni,3114540,2024-12-08 14:13:37,AC80029993
10824,0,Fatima Rao,Kiran Hegde,755610,2024-12-08 14:13:37,AC30981439
10825,0,Pooja Kumar,Joseph Desai,2769959,2024-12-08 14:13:37,AC37388000
10826,0,Ravi Gowda,Rekha Desai,2059975,2024-12-08 14:13:37,AC42011469
10827,0,Fatima Rao,Rekha Prasad,4285436,2024-12-08 14:13:37,AC13260013
10828,0,Bhavana Shetty,Ashwini Bhat,757679,2024-12-08 14:47:05,AC82359823
10829,0,Bhavana Shetty,Ravi Nayak,4833131,2024-12-08 14:47:05,AC10628685
10830,0,Bhavana Shetty,Girish Reddy,1721450,2024-12-08 14:47:05,AC13654635
10831,0,Bhavana Shetty,Chetan Gowda,4164297,2024-12-08 14:47:05,AC88340937
10832,0,Bhavana Shetty,Kiran Hegde,161780,2024-12-08 14:47:05,AC38621363
10833,0,Bhavana Shetty,Kiran Prasad,1864086,2024-12-08 14:47:05,AC95310342
10834,0,Mary Iyengar,Kiran Naik,3273769,2024-12-08 16:28:44,AC96767536
10835,0,Vinutha Bhat,Imran Rao,601049,2024-12-08 16:28:44,AC66341281
10836,0,Prakash Prasad,Shivakumar Hegde,4196278,2024-12-08 16:28:44,AC24951007
10837,0,Vinutha Bhat,Ashwini Iyengar,4957469,2024-12-08 16:28:44,AC10214712
10838,0,Mary Iyengar,Nagaraj Gowda,1166053,2024-12-08 16:28:44,AC61280136
10839,0,Nagaraj Murthy,Prakash Kumar,2314369,2024-12-08 17:23:27,AC43301187
10840,0,Vinutha Kumar,Suresh Prasad,3347763,2024-12-08 17:23:27,AC68368504
10841,0,Vinutha Kumar,Ashwini Shetty,1395074,2024-12-08 17:23:27,AC14058120
10842,0,Nagaraj Murthy,Pooja Rao,160866,2024-12-08 17:23:27,AC98729502
10843,0,Imran Shetty,Girish Nayak,3808531,2024-12-08 18:41:26,AC32842569
10844,0,Yashwanth Shetty,Mary Iyengar,1593524,2024-12-08 18:41:26,AC40056978
10845,0,Imran Shetty,Lakshmi Gowda,4649954,2024-12-08 18:41:26,AC30509237
10846,0,Imran Shetty,Suresh Murthy,4600449,2024-12-08 18:41:26,AC45405297
10847,0,Kiran Naik,Suresh Shetty,2031482,2024-12-08 21:40:25,AC64057928
10848,0,Kiran Naik,Rekha Kumar,323710,2024-12-08 21:40:25,AC90292610
10849,0,Kiran Naik,Shivakumar Hegde,359634,2024-12-08 21:40:25,AC16438058
10850,0,Ashwini Patil,Anitha Desai,4682200,2024-12-08 21:40:25,AC88020884
10851,0,Kiran Naik,Nagaraj Prasad,986508,2024-12-08 21:40:25,AC33880313
10852,0,Yashwanth Nayak,Shivakumar Shetty,4681134,2024-12-08 23:30:08,AC90779891
10853,0,Yashwanth Nayak,Kiran Kumar,2117315,2024-12-08 23:30:08,AC49752083
10854,0,Yashwanth Nayak,Imran Desai,633935,2024-12-08 23:30:08,AC72009236
10855,0,Yashwanth Nayak,Rekha Patil,426263,2024-12-08 23:30:08,AC25249493
10856,0,Yashwanth Nayak,Girish Hegde,323644,2024-12-08 23:30:08,AC68196772
