LinkID,AccusedA,AccusedB,SharedCases,RingID
13493,Anitha Naik,Rekha Patil,2,0
13499,Pooja Reddy,Pooja Shetty,2,6
13502,Shivakumar Reddy,Vinutha Iyengar,2,0
13503,Chetan Bhat,Manjunath Kulkarni,2,0
13504,Manjunath Kulkarni,Rekha Prasad,2,0
13505,Kiran Hegde,Shivakumar Prasad,2,3
13515,Fatima Gowda,Yashwanth Hegde,2,1
13519,Joseph Iyengar,Mary Patil,2,6
13527,Bhavana Nayak,Joseph Rao,2,2
13529,Girish Nayak,Joseph Rao,2,0
13531,Ashwini Desai,Joseph Rao,2,0
13532,Joseph Kulkarni,Joseph Rao,2,0
13533,Deepak Rao,Ravi Prasad,2,7
13534,Fatima Rao,Vinutha Kumar,2,0
13535,Fatima Rao,Kiran Desai,2,0
13538,Fatima Reddy,Kiran Shetty,2,0
13540,Basavaraj Hegde,Nagaraj Kumar,2,0
13541,Basavaraj Hegde,Yashwanth Patil,2,0
13551,Lakshmi Rao,Yashwanth Reddy,2,7
13552,Lakshmi Rao,Rekha Kulkarni,2,7
13553,Joseph Desai,Shivakumar Shetty,2,8
13556,Bhavana Desai,Bhavana Shetty,2,5
13561,Prakash Kumar,Prakash Nayak,2,0
13564,Anitha Kumar,Rekha Murthy,2,7
13569,Ashwini Kulkarni,Pooja Bhat,2,5
13571,Lakshmi Bhat,Rekha Rao,2,0
13573,Girish Patil,Vinutha Kulkarni,2,0
13581,Basavaraj Gowda,Rekha Bhat,2,0
13583,Basavaraj Gowda,Ravi Murthy,2,0
13584,Manjunath Kumar,Ravi Murthy,2,3
13587,Bhavana Reddy,Vinutha Prasad,2,0
13588,Bhavana Reddy,Nagaraj Patil,2,2
13591,Manjunath Hegde,Shivakumar Naik,2,5
13601,Chetan Iyengar,Joseph Shetty,2,4
13603,Girish Prasad,Mary Bhat,2,0
13606,Girish Naik,Suresh Shetty,2,0
13621,Chetan Bhat,Prakash Kulkarni,2,7
13622,Fatima Kumar,Vinutha Iyengar,2,0
13623,Anitha Patil,Girish Iyengar,2,0
13624,Girish Iyengar,Imran Murthy,2,0
13628,Deepak Rao,Shivakumar Nayak,2,7
13629,Nagaraj Reddy,Shivakumar Nayak,2,7
13630,Manjunath Reddy,Shivakumar Kulkarni,2,0
13632,Ashwini Kumar,Shivakumar Kulkarni,2,0
13633,Bhavana Kumar,Ravi Patil,2,0
13636,Manjunath Desai,Prakash Kumar,2,8
13639,Lakshmi Kumar,Vinutha Desai,2,4
13640,Imran Nayak,Ravi Naik,2,7
13641,Basavaraj Murthy,Bhavana Gowda,2,1
13642,Basavaraj Murthy,Lakshmi Desai,2,0
13646,Joseph Hegde,Mary Gowda,2,7
13648,Joseph Hegde,Lakshmi Murthy,2,7
13654,Basavaraj Prasad,Suresh Iyengar,2,0
13658,Fatima Shetty,Joseph Prasad,2,7
13662,Mary Iyengar,Ravi Prasad,2,0
13670,Kiran Murthy,Manjunath Prasad,2,8
13673,Lakshmi Murthy,Yashwanth Gowda,2,0
13677,Manjunath Rao,Rekha Reddy,2,0
13678,Basavaraj Gowda,Rekha Reddy,2,0
13681,Basavaraj Nayak,Imran Gowda,2,0
13687,Chetan Gowda,Imran Gowda,2,0
13690,Kiran Kumar,Suresh Desai,2,0
13693,Ashwini Naik,Manjunath Nayak,2,5
13695,Girish Prasad,Vinutha Shetty,2,0
13699,Anitha Rao,Nagaraj Kumar,2,4
13702,Bhavana Murthy,Vinutha Iyengar,2,0
13704,Imran Nayak,Rekha Gowda,2,0
13707,Nagaraj Rao,Rekha Gowda,2,0
13717,Bhavana Murthy,Fatima Murthy,2,0
13720,Basavaraj Desai,Fatima Kumar,2,0
13722,Basavaraj Bhat,Manjunath Nayak,2,2
13723,Manjunath Nayak,Yashwanth Murthy,2,5
13725,Deepak Gowda,Imran Gowda,2,0
13730,Basavaraj Murthy,Shivakumar Gowda,2,3
13732,Deepak Shetty,Yashwanth Bhat,2,3
13736,Vinutha Patil,Yashwanth Nayak,2,2
13738,Ashwini Shetty,Imran Reddy,2,0
13742,Ravi Iyengar,Shivakumar Hegde,2,1
13745,Basavaraj Rao,Nagaraj Rao,2,0
13750,Bhavana Prasad,Joseph Naik,2,3
13754,Girish Patil,Girish Prasad,2,0
13756,Anitha Kumar,Chetan Prasad,2,6
13758,Anitha Kumar,Ashwini Patil,2,0
13760,Deepak Iyengar,Kiran Prasad,2,3
13762,Ravi Shetty,Suresh Reddy,2,0
13763,Suresh Reddy,Yashwanth Hegde,2,0
13765,Rekha Bhat,Vinutha Bhat,2,0
13769,Girish Iyengar,Prakash Bhat,2,0
13770,Pooja Hegde,Prakash Bhat,2,0
13775,Anitha Patil,Ravi Prasad,2,0
13776,Basavaraj Reddy,Chetan Nayak,2,0
13777,Basavaraj Reddy,Suresh Nayak,2,0
13780,Basavaraj Bhat,Bhavana Desai,2,2
13781,Basavaraj Patil,Imran Iyengar,2,2
13782,Basavaraj Patil,Lakshmi Murthy,2,2
13784,Imran Hegde,Imran Iyengar,2,0
13785,Ashwini Hegde,Imran Iyengar,2,0
13788,Ashwini Kulkarni,Bhavana Rao,2,0
13789,Bhavana Naik,Imran Shetty,2,3
13791,Bhavana Prasad,Lakshmi Nayak,2,3
13795,Anitha Patil,Basavaraj Desai,2,0
13798,Kiran Nayak,Ravi Hegde,2,0
13800,Basavaraj Reddy,Kiran Nayak,2,0
13803,Fatima Gowda,Kiran Nayak,2,1
13806,Kiran Prasad,Mary Murthy,2,8
13810,Pooja Hegde,Rekha Gowda,2,0
13814,Nagaraj Nayak,Nagaraj Prasad,2,0
13815,Deepak Bhat,Nagaraj Prasad,2,0
13817,Deepak Bhat,Nagaraj Nayak,2,0
13823,Chetan Shetty,Vinutha Kulkarni,2,0
13825,Girish Bhat,Suresh Shetty,2,6
13830,Nagaraj Desai,Yashwanth Gowda,2,0
13838,Anitha Nayak,Lakshmi Patil,2,0
13844,Nagaraj Reddy,Rekha Desai,2,7
13845,Ashwini Patil,Kiran Iyengar,2,0
13847,Chetan Kulkarni,Kiran Gowda,2,0
13848,Fatima Naik,Kiran Gowda,2,0
13851,Pooja Hegde,Prakash Rao,2,0
13854,Joseph Patil,Prakash Rao,2,3
13858,Joseph Patil,Ravi Patil,2,3
13865,Kiran Bhat,Yashwanth Kumar,2,0
13866,Kiran Bhat,Yashwanth Prasad,2,0
13869,Bhavana Desai,Manjunath Shetty,2,5
13872,Ravi Iyengar,Rekha Patil,2,0
13873,Joseph Patil,Ravi Iyengar,2,3
13875,Prakash Nayak,Prakash Patil,2,0
13882,Kiran Iyengar,Shivakumar Nayak,2,0
13884,Joseph Bhat,Shivakumar Patil,2,0
13886,Ravi Rao,Shivakumar Patil,2,0
13887,Lakshmi Bhat,Suresh Desai,2,0
13888,Suresh Desai,Suresh Kumar,2,0
13889,Lakshmi Bhat,Suresh Kumar,2,0
13892,Kiran Shetty,Rekha Naik,2,0
13893,Mary Prasad,Nagaraj Prasad,2,0
13894,Joseph Kumar,Mary Prasad,2,2
13895,Manjunath Iyengar,Mary Prasad,2,0
13896,Ashwini Kumar,Fatima Shetty,2,7
13898,Basavaraj Kumar,Suresh Patil,2,0
13899,Vinutha Gowda,Yashwanth Hegde,2,0
13900,Deepak Naik,Vinutha Gowda,2,0
13902,Deepak Murthy,Shivakumar Shetty,2,8
13905,Basavaraj Naik,Fatima Shetty,2,7
13917,Deepak Prasad,Yashwanth Rao,2,0
13918,Mary Kulkarni,Prakash Naik,2,2
13921,Fatima Murthy,Prakash Iyengar,2,5
13927,Basavaraj Shetty,Shivakumar Gowda,2,3
13930,Chetan Rao,Rekha Bhat,2,0
13937,Lakshmi Nayak,Lakshmi Reddy,2,1
13939,Bhavana Gowda,Yashwanth Murthy,2,1
13942,Pooja Shetty,Vinutha Hegde,2,6
13944,Deepak Patil,Pooja Kumar,2,2
13947,Basavaraj Bhat,Yashwanth Rao,2,2
13948,Chetan Hegde,Mary Kulkarni,2,0
13952,Deepak Nayak,Lakshmi Kulkarni,2,0
13953,Deepak Nayak,Girish Rao,2,0
13958,Rekha Bhat,Vinutha Desai,2,0
13959,Ravi Naik,Vinutha Desai,2,7
13967,Lakshmi Kulkarni,Ravi Murthy,2,0
13970,Anitha Gowda,Kiran Kumar,2,0
13973,Joseph Iyengar,Kiran Hegde,2,6
13979,Joseph Hegde,Vinutha Desai,2,7
13981,Joseph Shetty,Manjunath Iyengar,2,4
13982,Deepak Desai,Vinutha Gowda,2,0
13984,Joseph Shetty,Vinutha Gowda,2,4
13990,Ashwini Naik,Vinutha Patil,2,5
13995,Kiran Prasad,Lakshmi Desai,2,0
13998,Suresh Gowda,Yashwanth Murthy,2,6
14000,Ashwini Desai,Suresh Bhat,2,7
14001,Girish Bhat,Kiran Desai,2,6
14003,Anitha Bhat,Imran Prasad,2,7
14006,Fatima Nayak,Joseph Iyengar,2,6
14007,Deepak Prasad,Pooja Reddy,2,0
14013,Lakshmi Reddy,Manjunath Rao,2,8
14015,Kiran Iyengar,Vinutha Desai,2,0
14016,Kiran Iyengar,Shivakumar Reddy,2,0
14017,Girish Rao,Rekha Reddy,2,0
14018,Joseph Bhat,Joseph Gowda,2,0
14019,Kiran Naik,Nagaraj Kulkarni,2,4
14021,Bhavana Bhat,Joseph Patil,2,3
14022,Bhavana Gowda,Ravi Reddy,2,1
14024,Kiran Hegde,Ravi Reddy,2,3
14026,Manjunath Kumar,Yashwanth Nayak,2,3
14029,Kiran Prasad,Ravi Naik,2,7
14032,Anitha Nayak,Kiran Prasad,2,0
14034,Lakshmi Nayak,Ravi Reddy,2,1
14035,Lakshmi Nayak,Ravi Nayak,2,1
14037,Manjunath Reddy,Prakash Kulkarni,2,7
14038,Joseph Kulkarni,Manjunath Reddy,2,0
14039,Joseph Kulkarni,Prakash Kulkarni,2,7
14041,Kiran Hegde,Vinutha Patil,2,3
14044,Prakash Rao,Vinutha Patil,2,2
14049,Girish Iyengar,Mary Murthy,2,8
14050,Anitha Kumar,Suresh Patil,2,0
14051,Fatima Kumar,Suresh Patil,2,0
14052,Anitha Kumar,Fatima Kumar,2,0
14054,Fatima Bhat,Yashwanth Kulkarni,2,0
14058,Pooja Hegde,Prakash Hegde,2,0
14062,Imran Gowda,Vinutha Shetty,2,0
14065,Imran Shetty,Pooja Hegde,2,0
14067,Imran Shetty,Mary Rao,2,0
14068,Bhavana Gowda,Imran Bhat,2,1
14071,Ashwini Desai,Suresh Murthy,2,0
14073,Fatima Iyengar,Nagaraj Prasad,2,1
14079,Ashwini Naik,Yashwanth Kulkarni,2,5
14082,Pooja Prasad,Suresh Nayak,2,0
14084,Anitha Prasad,Prakash Nayak,2,0
14085,Imran Reddy,Suresh Reddy,2,0
14087,Ravi Bhat,Yashwanth Rao,2,0
14088,Anitha Hegde,Yashwanth Rao,2,0
14089,Ravi Bhat,Suresh Gowda,2,0
14090,Anitha Hegde,Suresh Gowda,2,0
14095,Prakash Prasad,Suresh Bhat,2,7
14096,Kiran Kumar,Prakash Prasad,2,0
14097,Fatima Iyengar,Prakash Prasad,2,1
14098,Fatima Iyengar,Suresh Bhat,2,1
14102,Chetan Kulkarni,Manjunath Reddy,2,0
14106,Anitha Desai,Yashwanth Desai,2,0
14107,Mary Shetty,Shivakumar Bhat,2,0
14108,Anitha Reddy,Basavaraj Murthy,2,0
14115,Bhavana Desai,Prakash Shetty,2,5
14120,Fatima Prasad,Manjunath Hegde,2,0
14122,Anitha Murthy,Nagaraj Prasad,2,0
14124,Anitha Murthy,Girish Hegde,2,4
14131,Basavaraj Rao,Manjunath Patil,2,0
14134,Lakshmi Nayak,Manjunath Naik,2,1
14140,Pooja Gowda,Yashwanth Iyengar,2,3
14142,Ashwini Kulkarni,Pooja Rao,2,7
14144,Imran Shetty,Pooja Rao,2,7
14148,Joseph Hegde,Kiran Naik,2,7
14150,Kiran Kumar,Rekha Hegde,2,0
14152,Anitha Bhat,Imran Shetty,2,7
14154,Shivakumar Desai,Yashwanth Shetty,2,4
14155,Shivakumar Desai,Vinutha Naik,2,4
14157,Deepak Bhat,Lakshmi Bhat,2,0
14158,Deepak Bhat,Suresh Hegde,2,0
14160,Girish Bhat,Ravi Kumar,2,6
14162,Rekha Murthy,Yashwanth Desai,2,7
14166,Ashwini Rao,Yashwanth Desai,2,0
14167,Ravi Hegde,Yashwanth Desai,2,0
14171,Nagaraj Patil,Shivakumar Prasad,2,2
14173,Lakshmi Patil,Pooja Murthy,2,0
14177,Lakshmi Patil,Mary Naik,2,7
14181,Mary Murthy,Nagaraj Rao,2,8
14189,Anitha Reddy,Manjunath Hegde,2,0
14191,Bhavana Desai,Pooja Kumar,2,5
14198,Mary Patil,Suresh Iyengar,2,0
14204,Ravi Hegde,Suresh Rao,2,0
14206,Rekha Bhat,Suresh Rao,2,0
14211,Shivakumar Naik,Suresh Nayak,2,5
14214,Imran Hegde,Pooja Patil,2,0
14221,Manjunath Iyengar,Manjunath Naik,2,0
14223,Basavaraj Patil,Manjunath Rao,2,2
14225,Anitha Murthy,Suresh Patil,2,0
14229,Imran Kumar,Manjunath Patil,2,0
14231,Chetan Kumar,Prakash Rao,2,0
14234,Mary Nayak,Suresh Shetty,2,0
14238,Imran Naik,Nagaraj Murthy,2,0
14242,Joseph Prasad,Lakshmi Hegde,2,1
14243,Anitha Kumar,Pooja Prasad,2,0
14244,Anitha Kumar,Manjunath Gowda,2,0
14248,Kiran Hegde,Vinutha Iyengar,2,3
14249,Chetan Patil,Kiran Hegde,2,4
14254,Imran Nayak,Ravi Reddy,2,1
14257,Fatima Kumar,Lakshmi Rao,2,7
14258,Chetan Kulkarni,Fatima Kumar,2,0
14259,Suresh Naik,Vinutha Iyengar,2,0
14264,Prakash Shetty,Suresh Prasad,2,0
14265,Fatima Hegde,Ravi Patil,2,0
14269,Chetan Kulkarni,Yashwanth Bhat,2,3
14270,Bhavana Rao,Shivakumar Desai,2,4
14272,Deepak Rao,Rekha Reddy,2,7
14273,Deepak Rao,Girish Patil,2,7
14275,Bhavana Bhat,Deepak Patil,2,2
14276,Deepak Patil,Joseph Patil,2,2
14277,Girish Rao,Shivakumar Bhat,2,0
14279,Girish Iyengar,Girish Rao,2,0
14280,Fatima Iyengar,Shivakumar Bhat,2,1
14284,Fatima Iyengar,Girish Iyengar,2,1
14285,Nagaraj Desai,Ravi Hegde,2,0
14295,Nagaraj Kulkarni,Shivakumar Kulkarni,2,4
14297,Nagaraj Naik,Shivakumar Kulkarni,2,0
14298,Girish Patil,Rekha Kulkarni,2,0
14299,Mary Shetty,Rekha Kulkarni,2,0
14300,Nagaraj Hegde,Shivakumar Murthy,2,0
14303,Ashwini Desai,Basavaraj Kulkarni,2,0
14305,Ashwini Desai,Ashwini Rao,2,0
14306,Basavaraj Desai,Kiran Naik,2,0
14307,Bhavana Nayak,Prakash Murthy,2,2
14309,Kiran Gowda,Nagaraj Hegde,2,0
14311,Ravi Iyengar,Vinutha Prasad,2,0
14314,Deepak Desai,Ravi Iyengar,2,0
14319,Kiran Naik,Prakash Reddy,2,0
14325,Lakshmi Prasad,Nagaraj Prasad,2,0
14330,Chetan Prasad,Kiran Reddy,2,6
14334,Ashwini Kumar,Prakash Shetty,2,0
14335,Ashwini Bhat,Lakshmi Reddy,2,8
14339,Imran Patil,Lakshmi Reddy,2,8
14342,Manjunath Reddy,Prakash Reddy,2,0
14343,Imran Patil,Prakash Reddy,2,0
14352,Manjunath Naik,Pooja Kumar,2,8
14353,Basavaraj Bhat,Chetan Gowda,2,2
14354,Basavaraj Bhat,Deepak Bhat,2,2
14356,Basavaraj Naik,Imran Prasad,2,0
14357,Girish Patil,Girish Rao,2,0
14360,Basavaraj Hegde,Lakshmi Naik,2,0
14364,Ashwini Desai,Fatima Nayak,2,0
14375,Kiran Prasad,Yashwanth Kumar,2,0
14376,Rekha Gowda,Shivakumar Hegde,2,1
14377,Pooja Bhat,Rekha Murthy,2,5
14381,Deepak Bhat,Ravi Patil,2,0
14384,Suresh Kulkarni,Suresh Kumar,2,0
14387,Deepak Bhat,Manjunath Bhat,2,0
14388,Ashwini Shetty,Manjunath Bhat,2,0
14389,Manjunath Bhat,Shivakumar Prasad,2,0
14390,Ashwini Shetty,Deepak Bhat,2,0
14391,Ashwini Shetty,Shivakumar Prasad,2,0
14392,Bhavana Naik,Joseph Iyengar,2,3
14397,Girish Reddy,Suresh Hegde,2,0
14398,Pooja Gowda,Suresh Hegde,2,3
14402,Ashwini Gowda,Joseph Hegde,2,7
14404,Imran Prasad,Ravi Prasad,2,0
14405,Girish Hegde,Suresh Kulkarni,2,4
14406,Joseph Murthy,Suresh Kulkarni,2,0
14407,Girish Hegde,Joseph Murthy,2,4
14408,Ashwini Reddy,Kiran Iyengar,2,0
14409,Ashwini Reddy,Deepak Patil,2,2
14410,Deepak Patil,Kiran Iyengar,2,2
14413,Deepak Prasad,Lakshmi Murthy,2,0
14414,Kiran Murthy,Nagaraj Bhat,2,8
14418,Mary Gowda,Rekha Rao,2,0
14426,Mary Hegde,Rekha Gowda,2,5
14427,Chetan Patil,Rekha Gowda,2,4
14429,Ravi Kumar,Rekha Gowda,2,0
14431,Ashwini Naik,Shivakumar Prasad,2,5
14434,Prakash Bhat,Yashwanth Hegde,2,0
14435,Prakash Bhat,Vinutha Rao,2,0
14438,Vinutha Rao,Yashwanth Hegde,2,0
14439,Anitha Prasad,Fatima Kumar,2,0
14442,Fatima Kulkarni,Shivakumar Bhat,2,3
14450,Prakash Kulkarni,Vinutha Murthy,2,7
14451,Deepak Naik,Suresh Murthy,2,0
14455,Ashwini Kulkarni,Nagaraj Prasad,2,0
14458,Nagaraj Gowda,Shivakumar Patil,2,0
14460,Anitha Naik,Bhavana Prasad,2,3
14462,Deepak Prasad,Yashwanth Kumar,2,0
14463,Lakshmi Iyengar,Nagaraj Kulkarni,2,4
14465,Basavaraj Reddy,Chetan Gowda,2,0
14468,Prakash Iyengar,Vinutha Rao,2,5
14471,Bhavana Iyengar,Vinutha Desai,2,0
14472,Manjunath Desai,Vinutha Desai,2,8
14483,Manjunath Prasad,Ravi Patil,2,0
14485,Mary Reddy,Yashwanth Murthy,2,5
14486,Mary Reddy,Nagaraj Nayak,2,5
14491,Anitha Naik,Pooja Patil,2,0
14499,Basavaraj Naik,Yashwanth Rao,2,0
14501,Bhavana Naik,Lakshmi Patil,2,3
14502,Joseph Nayak,Kiran Bhat,2,0
14505,Ashwini Gowda,Basavaraj Kumar,2,0
14506,Prakash Rao,Ravi Kulkarni,2,0
14509,Ashwini Murthy,Suresh Patil,2,0
14510,Anitha Rao,Ashwini Murthy,2,4
14511,Pooja Hegde,Yashwanth Kulkarni,2,0
14516,Nagaraj Bhat,Prakash Naik,2,3
14517,Fatima Kumar,Nagaraj Bhat,2,3
14519,Fatima Kumar,Prakash Naik,2,2
14524,Lakshmi Nayak,Prakash Kumar,2,1
14525,Nagaraj Prasad,Prakash Prasad,2,0
14533,Kiran Murthy,Vinutha Reddy,2,8
14535,Rekha Reddy,Vinutha Reddy,2,0
14543,Ravi Murthy,Shivakumar Bhat,2,0
14545,Manjunath Prasad,Nagaraj Iyengar,2,0
14546,Joseph Kulkarni,Kiran Murthy,2,8
14547,Nagaraj Patil,Ravi Iyengar,2,2
14551,Joseph Prasad,Rekha Patil,2,0
14555,Joseph Desai,Manjunath Nayak,2,5
14559,Anitha Desai,Girish Shetty,2,0
14560,Girish Shetty,Manjunath Nayak,2,5
14564,Fatima Desai,Nagaraj Gowda,2,0
14567,Fatima Gowda,Pooja Iyengar,2,1
14570,Fatima Prasad,Vinutha Shetty,2,0
14571,Deepak Bhat,Ravi Iyengar,2,0
14572,Ravi Iyengar,Yashwanth Kulkarni,2,0
14574,Suresh Patil,Yashwanth Prasad,2,0
14575,Manjunath Shetty,Nagaraj Nayak,2,4
14576,Basavaraj Naik,Nagaraj Nayak,2,0
14577,Deepak Naik,Yashwanth Nayak,2,0
14579,Bhavana Kumar,Bhavana Shetty,2,0
14580,Fatima Patil,Nagaraj Reddy,2,7
14584,Ashwini Kumar,Nagaraj Gowda,2,0
14585,Ashwini Kumar,Rekha Nayak,2,8
14587,Fatima Nayak,Rekha Nayak,2,8
14591,Deepak Patil,Mary Desai,2,2
14592,Deepak Patil,Kiran Bhat,2,2
14596,Yashwanth Nayak,Yashwanth Reddy,2,5
14597,Nagaraj Rao,Yashwanth Nayak,2,0
14600,Prakash Hegde,Shivakumar Reddy,2,0
14604,Joseph Nayak,Ravi Reddy,2,1
14608,Girish Gowda,Vinutha Prasad,2,6
14610,Girish Gowda,Manjunath Reddy,2,6
14612,Ashwini Naik,Vinutha Prasad,2,5
14616,Manjunath Reddy,Vinutha Hegde,2,0
14617,Anitha Kulkarni,Suresh Kumar,2,0
14622,Basavaraj Bhat,Bhavana Nayak,2,2
14623,Deepak Prasad,Fatima Kumar,2,0
14624,Fatima Kumar,Manjunath Prasad,2,0
14625,Deepak Prasad,Manjunath Prasad,2,0
14629,Chetan Shetty,Manjunath Shetty,2,4
14632,Ashwini Reddy,Bhavana Gowda,2,1
14635,Lakshmi Kulkarni,Shivakumar Murthy,2,0
14637,Lakshmi Prasad,Mary Shetty,2,0
14641,Deepak Gowda,Ravi Shetty,2,0
14655,Bhavana Naik,Ravi Naik,2,3
14659,Nagaraj Reddy,Ravi Bhat,2,7
14661,Anitha Kulkarni,Ashwini Kumar,2,0
14665,Manjunath Kulkarni,Manjunath Reddy,2,0
14669,Shivakumar Murthy,Yashwanth Shetty,2,0
14678,Manjunath Bhat,Manjunath Iyengar,2,0
14681,Rekha Rao,Shivakumar Hegde,2,1
14686,Bhavana Hegde,Yashwanth Prasad,2,0
14694,Lakshmi Iyengar,Vinutha Rao,2,0
14703,Chetan Naik,Joseph Murthy,2,0
14704,Joseph Murthy,Ravi Hegde,2,0
14705,Chetan Naik,Pooja Kumar,2,8
14706,Pooja Kumar,Ravi Hegde,2,8
14708,Girish Nayak,Imran Murthy,2,0
14712,Imran Shetty,Rekha Desai,2,0
14713,Imran Shetty,Yashwanth Gowda,2,0
14714,Bhavana Prasad,Rekha Desai,2,3
14715,Bhavana Prasad,Yashwanth Gowda,2,3
14717,Mary Kulkarni,Yashwanth Gowda,2,0
14719,Deepak Kulkarni,Kiran Gowda,2,0
14723,Imran Bhat,Manjunath Nayak,2,5
14727,Girish Shetty,Joseph Prasad,2,0
14728,Rekha Rao,Suresh Iyengar,2,0
14732,Prakash Patil,Yashwanth Rao,2,0
14735,Girish Desai,Vinutha Reddy,2,0
14737,Manjunath Rao,Mary Reddy,2,5
14741,Joseph Nayak,Suresh Murthy,2,0
14742,Basavaraj Bhat,Vinutha Reddy,2,2
14744,Kiran Murthy,Prakash Rao,2,8
14747,Bhavana Iyengar,Kiran Kumar,2,0
14750,Anitha Gowda,Fatima Patil,2,0
14751,Anitha Gowda,Imran Shetty,2,0
14752,Pooja Reddy,Yashwanth Prasad,2,0
14757,Ashwini Shetty,Girish Kumar,2,0
14759,Chetan Naik,Fatima Iyengar,2,1
14769,Imran Prasad,Prakash Bhat,2,0
14770,Prakash Bhat,Suresh Murthy,2,0
14771,Girish Rao,Imran Prasad,2,0
14773,Imran Prasad,Suresh Murthy,2,0
14775,Nagaraj Shetty,Vinutha Murthy,2,0
14777,Prakash Gowda,Yashwanth Iyengar,2,7
14778,Girish Gowda,Girish Murthy,2,6
14779,Girish Murthy,Joseph Iyengar,2,6
14781,Anitha Reddy,Mary Reddy,2,5
14788,Lakshmi Murthy,Mary Nayak,2,0
14792,Rekha Naik,Suresh Naik,2,0
14793,Rekha Naik,Shivakumar Bhat,2,0
14796,Basavaraj Hegde,Mary Kumar,2,0
14797,Basavaraj Hegde,Imran Nayak,2,0
14798,Imran Nayak,Mary Kumar,2,0
14802,Mary Kumar,Suresh Reddy,2,0
14803,Ashwini Iyengar,Pooja Patil,2,4
14805,Imran Murthy,Ravi Iyengar,2,0
14806,Fatima Shetty,Suresh Kumar,2,7
14808,Ashwini Kulkarni,Imran Naik,2,0
14812,Deepak Iyengar,Girish Desai,2,3
14813,Ashwini Gowda,Joseph Reddy,2,2
14814,Ashwini Gowda,Shivakumar Desai,2,4
14817,Chetan Shetty,Deepak Gowda,2,0
14819,Chetan Bhat,Lakshmi Shetty,2,0
14820,Manjunath Iyengar,Mary Gowda,2,0
14824,Lakshmi Naik,Mary Shetty,2,0
14826,Joseph Patil,Lakshmi Prasad,2,3
14827,Lakshmi Prasad,Suresh Kulkarni,2,0
14829,Ravi Nayak,Suresh Gowda,2,1
14832,Chetan Bhat,Girish Patil,2,0
14836,Ashwini Prasad,Basavaraj Bhat,2,2
14838,Ashwini Murthy,Imran Nayak,2,0
14840,Chetan Reddy,Ravi Nayak,2,1
14841,Chetan Reddy,Girish Kulkarni,2,1
14842,Mary Naik,Suresh Hegde,2,7
14843,Ashwini Kulkarni,Suresh Kumar,2,0
14846,Kiran Prasad,Shivakumar Kumar,2,0
14848,Basavaraj Shetty,Vinutha Prasad,2,0
14849,Deepak Bhat,Joseph Bhat,2,0
14858,Pooja Hegde,Yashwanth Bhat,2,3
14860,Imran Nayak,Pooja Hegde,2,0
14862,Ashwini Prasad,Nagaraj Rao,2,0
14866,Bhavana Nayak,Shivakumar Iyengar,2,2
14870,Girish Bhat,Manjunath Bhat,2,6
14875,Shivakumar Prasad,Suresh Hegde,2,0
14877,Girish Rao,Nagaraj Reddy,2,7
14879,Kiran Rao,Nagaraj Kulkarni,2,4
14885,Manjunath Bhat,Suresh Rao,2,0
14887,Kiran Kulkarni,Shivakumar Kulkarni,2,5
14888,Kiran Kulkarni,Mary Reddy,2,5
14891,Lakshmi Nayak,Mary Hegde,2,1
14893,Imran Desai,Manjunath Nayak,2,8
14901,Mary Desai,Suresh Prasad,2,0
14902,Nagaraj Shetty,Suresh Prasad,2,0
14907,Joseph Kumar,Mary Desai,2,2
14919,Basavaraj Iyengar,Imran Hegde,2,3
14921,Prakash Naik,Ravi Bhat,2,2
14923,Bhavana Desai,Prakash Prasad,2,5
14925,Bhavana Desai,Mary Iyengar,2,5
14926,Deepak Kumar,Fatima Murthy,2,0
14927,Anitha Iyengar,Fatima Murthy,2,0
14932,Mary Kumar,Yashwanth Kulkarni,2,0
14934,Ashwini Patil,Mary Kumar,2,0
14942,Rekha Desai,Suresh Desai,2,0
14943,Anitha Kumar,Shivakumar Kumar,2,0
14946,Fatima Gowda,Yashwanth Murthy,2,1
14951,Mary Shetty,Rekha Nayak,2,8
14953,Fatima Iyengar,Suresh Prasad,2,1
14954,Joseph Patil,Mary Rao,2,3
14956,Fatima Iyengar,Mary Rao,2,1
14957,Joseph Patil,Nagaraj Hegde,2,3
14959,Fatima Iyengar,Joseph Patil,2,1
14960,Bhavana Rao,Fatima Iyengar,2,1
14962,Girish Kulkarni,Shivakumar Kulkarni,2,5
14964,Kiran Gowda,Shivakumar Kulkarni,2,0
14969,Kiran Prasad,Rekha Murthy,2,7
14973,Ashwini Murthy,Rekha Bhat,2,0
14978,Ashwini Gowda,Pooja Nayak,2,0
14981,Chetan Desai,Lakshmi Nayak,2,1
14984,Deepak Prasad,Lakshmi Kulkarni,2,0
14986,Fatima Iyengar,Joseph Kumar,2,1
14987,Fatima Iyengar,Lakshmi Nayak,2,1
14989,Lakshmi Reddy,Vinutha Kulkarni,2,8
14990,Manjunath Iyengar,Vinutha Patil,2,2
14992,Fatima Bhat,Yashwanth Murthy,2,6
14996,Deepak Shetty,Mary Rao,2,0
14997,Deepak Kulkarni,Yashwanth Patil,2,0
14999,Imran Hegde,Vinutha Naik,2,0
15002,Deepak Gowda,Imran Kulkarni,2,0
15004,Anitha Hegde,Prakash Kumar,2,0
15006,Ravi Gowda,Vinutha Desai,2,3
15009,Deepak Kumar,Kiran Patil,2,0
