ComplainantID,CaseMasterID,ComplainantName,AgeYear,Gender,Occupation,Religion,Caste
17219,17219,Pooja Shetty,45,F,Unemployed,Other,ST
17221,17221,Kiran Prasad,56,M,Govt Employee,Other,SC
17223,17223,Imran Naik,63,M,Business,Muslim,Not Recorded
17225,17225,Suresh Reddy,69,M,Govt Employee,Jain,General
17227,17227,Pooja Murthy,37,F,Daily Wage,Jain,General
17229,17229,Vinutha Bhat,58,F,Business,Other,SC
17231,17231,Suresh Kulkarni,24,M,Driver,Christian,OBC
17233,17233,Yashwanth Kumar,26,M,Farmer,Muslim,OBC
17235,17235,Basavaraj Desai,34,M,Govt Employee,Other,Not Recorded
17237,17237,Suresh Patil,27,M,IT Professional,Jain,ST
17239,17239,Basavaraj Reddy,68,M,Unemployed,Hindu,OBC
17241,17241,Girish Iyengar,61,M,Unemployed,Jain,General
17243,17243,Joseph Bhat,47,M,Driver,Jain,OBC
17245,17245,Lakshmi Naik,46,M,Driver,Hindu,OBC
17247,17247,Deepak Hegde,28,M,Govt Employee,Christian,Not Recorded
17249,17249,Manjunath Naik,51,F,IT Professional,Other,Not Recorded
17251,17251,Joseph Kulkarni,35,M,Unemployed,Muslim,OBC
17253,17253,Lakshmi Reddy,39,F,IT Professional,Hindu,ST
17255,17255,Yashwanth Kulkarni,27,M,Driver,Hindu,Not Recorded
17257,17257,Imran Desai,52,M,Daily Wage,Jain,ST
17259,17259,Yashwanth Prasad,60,M,IT Professional,Other,OBC
17261,17261,Shivakumar Gowda,66,M,Daily Wage,Hindu,Not Recorded
17263,17263,Chetan Desai,38,M,Govt Employee,Other,ST
17265,17265,Chetan Patil,26,F,Unemployed,Jain,OBC
17267,17267,Joseph Bhat,28,M,Business,Muslim,ST
17269,17269,Joseph Rao,22,M,Business,Muslim,OBC
17271,17271,Vinutha Desai,42,F,Business,Other,ST
17273,17273,Lakshmi Patil,46,F,Farmer,Hindu,Not Recorded
17275,17275,Ashwini Kumar,22,M,Unemployed,Muslim,Not Recorded
17277,17277,Mary Reddy,47,M,IT Professional,Other,OBC
17279,17279,Imran Naik,42,F,Unemployed,Christian,SC
17281,17281,Girish Gowda,68,M,Daily Wage,Muslim,SC
17283,17283,Yashwanth Bhat,18,F,IT Professional,Christian,OBC
17285,17285,Manjunath Shetty,40,M,Govt Employee,Other,SC
17287,17287,Vinutha Iyengar,33,M,Student,Hindu,OBC
17289,17289,Kiran Desai,19,M,Unemployed,Other,Not Recorded
17291,17291,Vinutha Desai,68,F,Student,Jain,General
17293,17293,Bhavana Desai,47,M,Farmer,Christian,General
17295,17295,Ravi Prasad,68,M,Daily Wage,Hindu,ST
17297,17297,Imran Hegde,22,M,Farmer,Muslim,General
17299,17299,Kiran Kumar,35,M,Business,Hindu,General
17301,17301,Bhavana Rao,58,M,Business,Christian,ST
17303,17303,Nagaraj Patil,44,M,Farmer,Hindu,General
17305,17305,Rekha Patil,54,F,Driver,Other,ST
17307,17307,Prakash Rao,22,F,Student,Muslim,SC
17309,17309,Rekha Prasad,35,F,Unemployed,Hindu,ST
17311,17311,Bhavana Gowda,42,M,IT Professional,Other,ST
17313,17313,Basavaraj Bhat,18,M,Daily Wage,Christian,General
17315,17315,Chetan Naik,65,M,Driver,Other,OBC
17317,17317,Manjunath Desai,40,F,Student,Jain,SC
17319,17319,Manjunath Kumar,43,M,Driver,Other,Not Recorded
17321,17321,Girish Shetty,40,F,Unemployed,Muslim,SC
17323,17323,Vinutha Rao,40,M,Unemployed,Jain,Not Recorded
17325,17325,Fatima Kumar,68,M,IT Professional,Hindu,Not Recorded
17327,17327,Deepak Murthy,64,M,Daily Wage,Jain,ST
17329,17329,Pooja Prasad,60,F,Driver,Other,OBC
17331,17331,Fatima Kulkarni,68,F,Unemployed,Other,General
17333,17333,Kiran Murthy,68,M,Unemployed,Hindu,SC
17335,17335,Basavaraj Kulkarni,28,M,Daily Wage,Hindu,ST
17337,17337,Imran Nayak,50,M,Unemployed,Christian,General
17339,17339,Deepak Murthy,39,F,Farmer,Muslim,Not Recorded
17341,17341,Anitha Murthy,64,M,Daily Wage,Hindu,OBC
17343,17343,Girish Kumar,56,M,Student,Christian,General
17345,17345,Yashwanth Murthy,27,M,Unemployed,Other,SC
17347,17347,Pooja Kumar,57,M,Business,Other,ST
17349,17349,Bhavana Rao,68,F,Business,Muslim,OBC
17351,17351,Manjunath Bhat,60,F,Business,Christian,OBC
17353,17353,Shivakumar Iyengar,41,F,Unemployed,Muslim,General
17355,17355,Lakshmi Nayak,47,M,Student,Muslim,SC
17357,17357,Pooja Rao,22,M,Driver,Hindu,Not Recorded
17359,17359,Pooja Hegde,21,F,Farmer,Jain,ST
17361,17361,Deepak Prasad,55,F,Unemployed,Christian,OBC
17363,17363,Girish Reddy,36,F,IT Professional,Other,ST
17365,17365,Bhavana Gowda,46,F,IT Professional,Hindu,SC
17367,17367,Prakash Prasad,28,F,IT Professional,Jain,ST
17369,17369,Lakshmi Rao,57,M,Govt Employee,Other,OBC
17371,17371,Joseph Patil,53,M,Driver,Other,SC
17373,17373,Chetan Prasad,67,F,Unemployed,Other,Not Recorded
17375,17375,Vinutha Kumar,61,M,Driver,Hindu,OBC
17377,17377,Shivakumar Patil,45,M,Student,Hindu,OBC
17379,17379,Deepak Desai,34,M,Student,Christian,SC
17381,17381,Suresh Reddy,49,M,Business,Jain,ST
17383,17383,Imran Iyengar,37,M,IT Professional,Hindu,Not Recorded
17385,17385,Kiran Patil,37,M,IT Professional,Other,SC
17387,17387,Joseph Naik,70,F,IT Professional,Other,General
17389,17389,Manjunath Nayak,46,M,Business,Muslim,ST
17391,17391,Joseph Shetty,38,F,Unemployed,Jain,General
17393,17393,Shivakumar Reddy,40,F,Student,Hindu,General
17395,17395,Nagaraj Murthy,38,M,Farmer,Jain,Not Recorded
17397,17397,Pooja Rao,37,F,Farmer,Muslim,Not Recorded
17399,17399,Basavaraj Desai,53,M,Govt Employee,Other,SC
17401,17401,Pooja Kulkarni,64,M,Unemployed,Jain,ST
17403,17403,Anitha Naik,35,M,Govt Employee,Jain,General
17405,17405,Pooja Rao,64,F,Unemployed,Christian,SC
17407,17407,Fatima Hegde,57,F,Unemployed,Other,General
17409,17409,Basavaraj Naik,34,F,Govt Employee,Christian,OBC
17411,17411,Manjunath Shetty,63,M,Govt Employee,Other,OBC
17413,17413,Ashwini Iyengar,53,F,Driver,Other,General
17415,17415,Joseph Kumar,47,M,Govt Employee,Jain,General
17417,17417,Vinutha Naik,32,M,Driver,Muslim,Not Recorded
17419,17419,Rekha Reddy,23,M,Driver,Christian,General
17421,17421,Prakash Rao,49,F,Student,Jain,OBC
17423,17423,Pooja Hegde,57,F,Business,Jain,Not Recorded
17425,17425,Chetan Rao,69,F,Driver,Other,SC
17427,17427,Nagaraj Patil,58,F,Driver,Hindu,Not Recorded
17429,17429,Mary Kumar,27,F,Govt Employee,Hindu,SC
17431,17431,Imran Hegde,50,F,Farmer,Hindu,General
17433,17433,Pooja Kulkarni,47,F,Govt Employee,Muslim,SC
17435,17435,Joseph Bhat,23,F,Daily Wage,Jain,General
17437,17437,Imran Naik,57,F,Unemployed,Christian,Not Recorded
17439,17439,Prakash Iyengar,67,F,Driver,Jain,OBC
17441,17441,Vinutha Bhat,37,F,Business,Muslim,OBC
17443,17443,Ravi Nayak,24,F,IT Professional,Other,Not Recorded
17445,17445,Fatima Reddy,62,M,Unemployed,Christian,SC
17447,17447,Prakash Kulkarni,22,M,IT Professional,Other,SC
17449,17449,Basavaraj Prasad,68,M,IT Professional,Hindu,SC
17451,17451,Vinutha Patil,30,F,Unemployed,Muslim,SC
17453,17453,Girish Kumar,26,M,Unemployed,Hindu,OBC
17455,17455,Ravi Prasad,49,M,Farmer,Other,ST
17457,17457,Yashwanth Iyengar,70,M,IT Professional,Hindu,SC
17459,17459,Shivakumar Kumar,61,M,Farmer,Muslim,ST
17461,17461,Ravi Iyengar,20,M,Unemployed,Muslim,ST
17463,17463,Anitha Murthy,39,M,Business,Other,General
17465,17465,Suresh Rao,52,F,IT Professional,Other,ST
17467,17467,Chetan Kumar,22,F,Driver,Muslim,General
17469,17469,Shivakumar Bhat,48,M,Govt Employee,Hindu,Not Recorded
17471,17471,Chetan Rao,61,M,Student,Jain,SC
17473,17473,Basavaraj Hegde,58,F,Farmer,Jain,General
17475,17475,Suresh Shetty,21,M,Student,Jain,ST
17477,17477,Ravi Kulkarni,31,M,Farmer,Hindu,General
17479,17479,Manjunath Murthy,30,M,IT Professional,Muslim,ST
17481,17481,Ashwini Hegde,28,M,Student,Hindu,General
17483,17483,Basavaraj Kumar,24,M,Farmer,Other,Not Recorded
17485,17485,Ashwini Murthy,61,F,IT Professional,Jain,OBC
17487,17487,Fatima Patil,58,F,Daily Wage,Christian,ST
17489,17489,Kiran Hegde,70,M,Unemployed,Hindu,Not Recorded
17491,17491,Deepak Nayak,62,M,IT Professional,Muslim,ST
17493,17493,Anitha Reddy,54,F,Business,Christian,Not Recorded
17495,17495,Pooja Iyengar,46,F,Student,Other,SC
17497,17497,Shivakumar Reddy,27,M,Business,Jain,OBC
17499,17499,Deepak Gowda,66,F,IT Professional,Jain,SC
17501,17501,Deepak Prasad,34,F,Driver,Hindu,Not Recorded
17503,17503,Suresh Hegde,19,M,Unemployed,Other,ST
17505,17505,Prakash Kumar,27,F,Unemployed,Christian,SC
17507,17507,Prakash Prasad,36,M,Farmer,Muslim,SC
17509,17509,Nagaraj Kumar,52,F,Farmer,Hindu,General
17511,17511,Mary Desai,28,M,Student,Muslim,OBC
17513,17513,Mary Bhat,42,M,IT Professional,Christian,General
17515,17515,Yashwanth Desai,58,F,Driver,Muslim,OBC
17517,17517,Ashwini Patil,26,F,Govt Employee,Jain,SC
17519,17519,Pooja Reddy,19,M,Business,Christian,SC
17521,17521,Girish Iyengar,36,M,IT Professional,Christian,ST
17523,17523,Yashwanth Iyengar,21,F,Govt Employee,Hindu,SC
17525,17525,Fatima Bhat,21,F,Farmer,Hindu,General
17527,17527,Kiran Prasad,51,F,Driver,Christian,ST
17529,17529,Nagaraj Murthy,66,M,Farmer,Hindu,Not Recorded
17531,17531,Kiran Naik,49,F,Farmer,Other,OBC
17533,17533,Chetan Gowda,25,F,Business,Jain,ST
17535,17535,Deepak Kulkarni,32,M,Driver,Hindu,General
17537,17537,Nagaraj Patil,65,M,Govt Employee,Hindu,OBC
17539,17539,Shivakumar Naik,25,F,Farmer,Other,SC
17541,17541,Bhavana Bhat,47,M,Farmer,Other,ST
17543,17543,Bhavana Prasad,23,F,Student,Other,OBC
17545,17545,Joseph Desai,70,M,IT Professional,Jain,Not Recorded
17547,17547,Anitha Reddy,62,M,Student,Muslim,ST
17549,17549,Nagaraj Prasad,43,M,Govt Employee,Jain,SC
17551,17551,Suresh Kumar,56,F,Govt Employee,Christian,ST
17553,17553,Nagaraj Hegde,36,F,Student,Other,SC
17555,17555,Fatima Patil,64,M,Govt Employee,Hindu,OBC
17557,17557,Manjunath Kulkarni,47,M,Student,Jain,OBC
17559,17559,Deepak Hegde,69,M,Farmer,Hindu,ST
17561,17561,Mary Desai,34,M,IT Professional,Other,OBC
17563,17563,Rekha Iyengar,18,M,Student,Hindu,ST
17565,17565,Pooja Rao,67,M,Driver,Christian,Not Recorded
17567,17567,Yashwanth Desai,21,M,Student,Other,OBC
17569,17569,Chetan Bhat,21,F,IT Professional,Other,Not Recorded
17571,17571,Girish Naik,61,M,Unemployed,Christian,General
17573,17573,Anitha Naik,37,F,Farmer,Jain,SC
17575,17575,Suresh Iyengar,59,M,Driver,Christian,Not Recorded
17577,17577,Manjunath Desai,40,M,Daily Wage,Hindu,ST
17579,17579,Pooja Desai,41,F,Daily Wage,Muslim,General
17581,17581,Suresh Gowda,24,M,Driver,Hindu,ST
17583,17583,Ravi Bhat,47,M,Student,Muslim,SC
17585,17585,Chetan Naik,28,M,Unemployed,Hindu,General
17587,17587,Deepak Nayak,32,F,Govt Employee,Muslim,OBC
17589,17589,Basavaraj Nayak,47,M,Student,Muslim,ST
17591,17591,Nagaraj Rao,18,M,Business,Christian,OBC
17593,17593,Rekha Prasad,47,F,Driver,Christian,ST
17595,17595,Nagaraj Rao,20,F,Driver,Christian,ST
17597,17597,Imran Patil,39,M,Student,Jain,SC
17599,17599,Mary Iyengar,34,M,Student,Hindu,SC
17601,17601,Yashwanth Iyengar,46,F,Student,Other,Not Recorded
17603,17603,Anitha Murthy,69,F,Driver,Muslim,General
17605,17605,Prakash Shetty,39,F,Driver,Other,ST
17607,17607,Anitha Naik,45,M,Unemployed,Christian,ST
17609,17609,Manjunath Prasad,62,M,Business,Jain,Not Recorded
17611,17611,Suresh Kumar,60,M,Student,Christian,OBC
17613,17613,Bhavana Murthy,68,F,Business,Hindu,General
17615,17615,Yashwanth Kulkarni,51,F,Student,Christian,General
17617,17617,Nagaraj Shetty,59,F,Daily Wage,Jain,SC
17619,17619,Manjunath Nayak,52,F,Unemployed,Jain,OBC
17621,17621,Girish Gowda,56,M,Govt Employee,Christian,Not Recorded
17623,17623,Shivakumar Rao,63,M,Student,Christian,ST
17625,17625,Yashwanth Kulkarni,38,F,Farmer,Other,Not Recorded
17627,17627,Imran Bhat,54,F,Driver,Muslim,SC
17629,17629,Mary Rao,38,M,Student,Muslim,SC
17631,17631,Anitha Kulkarni,33,M,IT Professional,Christian,SC
17633,17633,Anitha Murthy,30,M,Farmer,Other,Not Recorded
17635,17635,Bhavana Nayak,70,M,Student,Muslim,General
17637,17637,Nagaraj Patil,47,F,Govt Employee,Other,SC
17639,17639,Chetan Patil,21,M,Daily Wage,Christian,OBC
17641,17641,Kiran Bhat,70,M,Driver,Muslim,SC
17643,17643,Chetan Murthy,26,M,IT Professional,Jain,OBC
17645,17645,Basavaraj Bhat,66,M,Farmer,Christian,General
17647,17647,Anitha Murthy,31,M,Business,Other,ST
17649,17649,Pooja Naik,62,F,IT Professional,Christian,OBC
17651,17651,Lakshmi Iyengar,28,M,IT Professional,Hindu,General
17653,17653,Deepak Bhat,22,F,IT Professional,Jain,General
17655,17655,Yashwanth Shetty,43,F,Business,Jain,SC
17657,17657,Manjunath Rao,52,M,Govt Employee,Hindu,OBC
17659,17659,Basavaraj Bhat,19,F,Farmer,Other,ST
17661,17661,Ashwini Naik,26,F,Farmer,Jain,OBC
17663,17663,Mary Iyengar,22,F,Student,Jain,General
17665,17665,Shivakumar Murthy,65,M,Daily Wage,Other,OBC
17667,17667,Joseph Naik,40,M,Unemployed,Hindu,SC
17669,17669,Fatima Naik,70,F,Unemployed,Other,Not Recorded
17671,17671,Anitha Kulkarni,62,M,Unemployed,Hindu,ST
17673,17673,Lakshmi Kumar,37,M,Daily Wage,Hindu,ST
17675,17675,Prakash Iyengar,46,M,IT Professional,Christian,ST
17677,17677,Suresh Kumar,33,F,Farmer,Jain,Not Recorded
17679,17679,Ravi Kumar,65,F,Student,Hindu,General
17681,17681,Nagaraj Patil,61,F,Student,Muslim,OBC
17683,17683,Nagaraj Bhat,24,F,Daily Wage,Other,ST
17685,17685,Lakshmi Rao,70,F,Farmer,Other,OBC
17687,17687,Bhavana Naik,70,M,Unemployed,Christian,Not Recorded
17689,17689,Suresh Desai,40,M,Driver,Christian,OBC
17691,17691,Rekha Kulkarni,41,M,Daily Wage,Other,General
17693,17693,Yashwanth Reddy,47,M,Daily Wage,Other,OBC
17695,17695,Joseph Nayak,22,F,Daily Wage,Christian,SC
17697,17697,Basavaraj Rao,50,F,IT Professional,Christian,OBC
17699,17699,Yashwanth Nayak,53,M,Daily Wage,Muslim,General
17701,17701,Yashwanth Bhat,42,F,Driver,Christian,ST
17703,17703,Vinutha Murthy,57,F,Student,Christian,OBC
17705,17705,Fatima Rao,48,F,IT Professional,Muslim,General
17707,17707,Mary Hegde,38,M,Farmer,Christian,General
17709,17709,Yashwanth Hegde,51,M,Govt Employee,Jain,General
17711,17711,Bhavana Bhat,35,F,Unemployed,Hindu,Not Recorded
17713,17713,Vinutha Prasad,65,M,Unemployed,Other,OBC
17715,17715,Joseph Kumar,19,M,Student,Other,OBC
17717,17717,Yashwanth Prasad,55,F,Driver,Muslim,SC
17719,17719,Mary Rao,27,F,Unemployed,Christian,SC
17721,17721,Ravi Kumar,35,F,Farmer,Hindu,Not Recorded
17723,17723,Imran Desai,25,M,Daily Wage,Hindu,Not Recorded
17725,17725,Nagaraj Hegde,19,M,Govt Employee,Christian,Not Recorded
17727,17727,Vinutha Hegde,21,M,Daily Wage,Christian,SC
17729,17729,Imran Prasad,67,F,Driver,Other,OBC
17731,17731,Pooja Murthy,56,F,Govt Employee,Jain,Not Recorded
17733,17733,Kiran Nayak,60,F,IT Professional,Other,Not Recorded
17735,17735,Yashwanth Shetty,60,M,Student,Muslim,SC
17737,17737,Ravi Prasad,53,F,IT Professional,Jain,OBC
17739,17739,Chetan Nayak,64,M,IT Professional,Hindu,SC
17741,17741,Girish Prasad,64,F,Unemployed,Muslim,SC
17743,17743,Shivakumar Bhat,53,F,Business,Christian,OBC
17745,17745,Pooja Desai,39,M,IT Professional,Jain,OBC
17747,17747,Imran Hegde,54,M,Business,Jain,SC
17749,17749,Lakshmi Hegde,55,F,Govt Employee,Other,ST
17751,17751,Fatima Reddy,41,M,Farmer,Jain,Not Recorded
17753,17753,Nagaraj Gowda,19,M,Farmer,Christian,General
17755,17755,Ashwini Rao,55,M,Unemployed,Christian,SC
17757,17757,Fatima Reddy,48,M,Student,Other,SC
17759,17759,Rekha Reddy,38,M,Farmer,Jain,General
17761,17761,Lakshmi Prasad,57,F,IT Professional,Hindu,OBC
17763,17763,Chetan Prasad,63,F,Student,Christian,General
17765,17765,Yashwanth Bhat,34,M,Unemployed,Jain,SC
17767,17767,Manjunath Bhat,59,M,Govt Employee,Hindu,ST
17769,17769,Pooja Reddy,68,F,Farmer,Hindu,SC
17771,17771,Ravi Iyengar,36,M,IT Professional,Muslim,OBC
17773,17773,Girish Kumar,67,M,Daily Wage,Christian,Not Recorded
17775,17775,Ravi Hegde,38,F,Unemployed,Jain,ST
17777,17777,Chetan Bhat,42,M,IT Professional,Jain,General
17779,17779,Deepak Rao,51,M,IT Professional,Jain,ST
17781,17781,Ashwini Naik,40,M,Unemployed,Jain,Not Recorded
17783,17783,Joseph Murthy,42,M,Student,Jain,Not Recorded
17785,17785,Bhavana Nayak,34,M,Unemployed,Muslim,General
17787,17787,Joseph Kumar,22,M,Student,Hindu,Not Recorded
17789,17789,Deepak Iyengar,37,F,IT Professional,Jain,Not Recorded
17791,17791,Chetan Hegde,51,M,Govt Employee,Jain,OBC
17793,17793,Joseph Desai,53,M,Daily Wage,Jain,ST
17795,17795,Mary Reddy,23,F,Driver,Other,ST
17797,17797,Ravi Gowda,26,M,Unemployed,Jain,ST
17799,17799,Chetan Kulkarni,49,F,Daily Wage,Christian,General
17801,17801,Fatima Prasad,26,M,Unemployed,Other,ST
17803,17803,Kiran Prasad,26,M,Unemployed,Hindu,Not Recorded
17805,17805,Vinutha Desai,24,F,Student,Hindu,SC
17807,17807,Basavaraj Hegde,68,M,Farmer,Hindu,General
17809,17809,Shivakumar Patil,62,F,Daily Wage,Other,SC
17811,17811,Nagaraj Rao,69,F,Daily Wage,Christian,OBC
17813,17813,Kiran Rao,24,F,Govt Employee,Jain,OBC
17815,17815,Prakash Gowda,58,F,Business,Other,SC
17817,17817,Lakshmi Reddy,49,M,Student,Other,OBC
17819,17819,Lakshmi Gowda,54,M,Unemployed,Hindu,SC
17821,17821,Basavaraj Kulkarni,31,M,Student,Muslim,OBC
17823,17823,Ashwini Prasad,24,M,Business,Other,SC
17825,17825,Imran Prasad,40,F,Student,Christian,OBC
17827,17827,Manjunath Rao,21,M,Business,Jain,ST
17829,17829,Ravi Rao,40,M,Govt Employee,Christian,Not Recorded
17831,17831,Prakash Rao,70,M,Driver,Christian,Not Recorded
17833,17833,Ravi Patil,28,M,Farmer,Jain,SC
17835,17835,Girish Kumar,42,M,Business,Muslim,Not Recorded
17837,17837,Suresh Gowda,24,M,Farmer,Christian,ST
17839,17839,Lakshmi Reddy,61,M,Govt Employee,Jain,Not Recorded
17841,17841,Bhavana Prasad,46,M,IT Professional,Muslim,OBC
17843,17843,Joseph Gowda,37,M,Farmer,Hindu,SC
17845,17845,Suresh Patil,41,M,Farmer,Muslim,General
17847,17847,Imran Shetty,29,F,Govt Employee,Christian,OBC
17849,17849,Kiran Nayak,29,M,IT Professional,Jain,SC
17851,17851,Suresh Patil,27,M,Daily Wage,Jain,ST
17853,17853,Fatima Naik,29,M,Daily Wage,Hindu,SC
17855,17855,Suresh Murthy,46,M,IT Professional,Hindu,ST
17857,17857,Basavaraj Nayak,18,M,Student,Christian,General
17859,17859,Fatima Bhat,40,M,Farmer,Other,OBC
17861,17861,Fatima Patil,69,F,Farmer,Hindu,SC
17863,17863,Yashwanth Reddy,63,F,Driver,Other,SC
17865,17865,Girish Rao,29,M,IT Professional,Hindu,Not Recorded
17867,17867,Anitha Murthy,63,M,Unemployed,Other,ST
17869,17869,Ravi Shetty,54,M,Govt Employee,Other,General
17871,17871,Joseph Kumar,67,M,Farmer,Hindu,SC
17873,17873,Deepak Iyengar,40,F,Business,Muslim,ST
17875,17875,Manjunath Iyengar,50,M,Farmer,Muslim,SC
17877,17877,Fatima Bhat,38,F,IT Professional,Jain,ST
17879,17879,Pooja Nayak,27,M,Farmer,Jain,ST
17881,17881,Rekha Murthy,66,M,Daily Wage,Jain,ST
17883,17883,Prakash Kulkarni,40,M,Daily Wage,Other,OBC
17885,17885,Prakash Iyengar,49,M,Unemployed,Muslim,Not Recorded
17887,17887,Chetan Iyengar,66,M,Farmer,Other,OBC
17889,17889,Rekha Hegde,57,M,Unemployed,Christian,Not Recorded
17891,17891,Mary Naik,18,F,IT Professional,Muslim,ST
17893,17893,Prakash Reddy,19,F,Unemployed,Muslim,OBC
17895,17895,Yashwanth Kumar,39,F,Driver,Hindu,General
17897,17897,Pooja Bhat,34,M,Business,Jain,ST
17899,17899,Deepak Reddy,26,M,IT Professional,Hindu,ST
17901,17901,Basavaraj Murthy,67,F,Driver,Muslim,OBC
17903,17903,Yashwanth Rao,51,F,Unemployed,Jain,General
17905,17905,Pooja Desai,28,M,Govt Employee,Other,OBC
17907,17907,Rekha Kumar,28,M,Student,Hindu,SC
17909,17909,Rekha Shetty,38,M,Unemployed,Hindu,General
17911,17911,Shivakumar Gowda,64,F,Unemployed,Christian,Not Recorded
17913,17913,Prakash Hegde,33,M,Farmer,Hindu,SC
17915,17915,Shivakumar Bhat,49,F,IT Professional,Hindu,Not Recorded
17917,17917,Yashwanth Kumar,37,M,Daily Wage,Hindu,OBC
17919,17919,Kiran Kulkarni,57,M,Driver,Jain,General
17921,17921,Pooja Naik,38,F,IT Professional,Hindu,SC
17923,17923,Mary Prasad,36,M,Student,Jain,OBC
17925,17925,Nagaraj Kulkarni,52,M,Student,Muslim,ST
17927,17927,Vinutha Murthy,69,M,Daily Wage,Christian,SC
17929,17929,Pooja Kumar,66,F,Student,Muslim,ST
17931,17931,Pooja Murthy,70,F,Unemployed,Other,OBC
17933,17933,Vinutha Rao,67,M,Govt Employee,Muslim,General
17935,17935,Prakash Prasad,37,F,Daily Wage,Muslim,General
17937,17937,Nagaraj Reddy,43,M,Driver,Muslim,OBC
17939,17939,Mary Nayak,51,M,Farmer,Jain,Not Recorded
17941,17941,Shivakumar Shetty,69,M,Farmer,Muslim,Not Recorded
17943,17943,Basavaraj Hegde,60,F,Student,Muslim,SC
17945,17945,Kiran Gowda,27,F,Driver,Muslim,OBC
17947,17947,Yashwanth Iyengar,60,F,Unemployed,Muslim,General
17949,17949,Rekha Bhat,34,M,Govt Employee,Muslim,OBC
17951,17951,Anitha Murthy,60,M,IT Professional,Muslim,Not Recorded
17953,17953,Basavaraj Patil,50,M,Student,Jain,General
17955,17955,Ashwini Patil,59,M,Driver,Jain,OBC
17957,17957,Rekha Naik,32,M,Farmer,Other,Not Recorded
17959,17959,Nagaraj Nayak,42,F,Daily Wage,Jain,ST
17961,17961,Rekha Patil,60,M,Govt Employee,Hindu,General
17963,17963,Anitha Desai,35,F,Govt Employee,Jain,SC
17965,17965,Deepak Iyengar,40,F,Unemployed,Other,ST
17967,17967,Pooja Kulkarni,30,F,Student,Christian,ST
17969,17969,Nagaraj Murthy,54,M,Govt Employee,Other,General
17971,17971,Deepak Naik,28,M,Unemployed,Other,SC
17973,17973,Anitha Iyengar,19,M,Student,Hindu,Not Recorded
17975,17975,Deepak Prasad,64,M,Business,Christian,SC
17977,17977,Prakash Patil,68,M,IT Professional,Other,SC
17979,17979,Girish Rao,25,F,Business,Christian,SC
17981,17981,Vinutha Desai,58,F,Daily Wage,Hindu,Not Recorded
17983,17983,Bhavana Hegde,55,F,Govt Employee,Other,OBC
17985,17985,Joseph Hegde,23,M,Daily Wage,Muslim,General
17987,17987,Anitha Shetty,70,M,Business,Christian,SC
17989,17989,Ashwini Kulkarni,55,F,Unemployed,Jain,General
17991,17991,Joseph Shetty,49,M,Business,Christian,ST
17993,17993,Prakash Desai,55,M,Business,Muslim,ST
17995,17995,Chetan Desai,52,F,Driver,Christian,ST
17997,17997,Chetan Hegde,56,F,Business,Hindu,SC
17999,17999,Manjunath Hegde,36,M,Farmer,Muslim,ST
18001,18001,Joseph Naik,44,M,Driver,Muslim,Not Recorded
18003,18003,Girish Reddy,43,M,Business,Hindu,General
18005,18005,Prakash Desai,46,M,IT Professional,Jain,General
18007,18007,Anitha Desai,22,M,Unemployed,Christian,Not Recorded
18009,18009,Vinutha Naik,34,M,Driver,Jain,SC
18011,18011,Basavaraj Naik,40,F,Driver,Hindu,SC
18013,18013,Kiran Iyengar,28,F,Business,Muslim,SC
18015,18015,Vinutha Gowda,27,M,Govt Employee,Christian,OBC
18017,18017,Vinutha Kumar,26,F,Govt Employee,Muslim,General
18019,18019,Pooja Gowda,30,M,Govt Employee,Jain,OBC
18021,18021,Vinutha Desai,54,M,IT Professional,Muslim,ST
18023,18023,Vinutha Prasad,39,M,Farmer,Hindu,Not Recorded
18025,18025,Shivakumar Iyengar,48,M,Student,Muslim,SC
18027,18027,Manjunath Reddy,67,F,Driver,Muslim,SC
18029,18029,Pooja Bhat,65,F,Farmer,Jain,Not Recorded
18031,18031,Chetan Gowda,54,F,Driver,Hindu,SC
18033,18033,Suresh Rao,28,F,Daily Wage,Christian,ST
18035,18035,Pooja Hegde,60,F,Farmer,Hindu,OBC
18037,18037,Chetan Shetty,36,M,IT Professional,Christian,ST
18039,18039,Imran Rao,62,F,Student,Hindu,General
18041,18041,Fatima Iyengar,41,M,Daily Wage,Christian,Not Recorded
18043,18043,Ashwini Prasad,49,F,Student,Christian,OBC
18045,18045,Shivakumar Prasad,68,F,Business,Hindu,OBC
18047,18047,Bhavana Reddy,49,M,Business,Christian,SC
18049,18049,Deepak Desai,53,F,Driver,Muslim,OBC
18051,18051,Suresh Bhat,32,M,Student,Other,SC
18053,18053,Manjunath Naik,53,M,Daily Wage,Muslim,SC
18055,18055,Suresh Prasad,70,M,IT Professional,Hindu,General
18057,18057,Prakash Murthy,27,M,Unemployed,Other,SC
18059,18059,Basavaraj Desai,30,M,Business,Muslim,ST
18061,18061,Kiran Kumar,55,M,Unemployed,Hindu,ST
18063,18063,Suresh Naik,28,F,Student,Muslim,ST
18065,18065,Suresh Reddy,27,M,IT Professional,Muslim,ST
18067,18067,Mary Murthy,59,F,Daily Wage,Hindu,SC
18069,18069,Nagaraj Naik,53,M,Daily Wage,Other,Not Recorded
18071,18071,Suresh Patil,60,M,Business,Hindu,OBC
18073,18073,Deepak Nayak,32,F,Driver,Muslim,ST
18075,18075,Imran Nayak,32,M,Student,Christian,General
18077,18077,Basavaraj Naik,18,M,Student,Hindu,General
