VictimMasterID,CaseMasterID,VictimName,AgeYear,Gender
16507,20189,Ashwini Naik,25,F
16509,20191,Bhavana Nayak,61,M
16511,20193,Manjunath Kumar,13,F
16513,20195,Rekha Kulkarni,54,F
16514,20197,Pooja Reddy,25,F
16516,20199,Ashwini Iyengar,33,F
16517,20201,Suresh Rao,50,F
16518,20201,Basavaraj Gowda,52,F
16521,20203,Lakshmi Kumar,9,M
16525,20209,Mary Shetty,39,M
16527,20213,Girish Rao,19,M
16528,20215,Vinutha Prasad,8,F
16531,20221,Deepak Desai,28,M
16535,20227,Mary Nayak,8,F
16537,20229,Mary Nayak,58,M
16538,20231,Kiran Desai,39,F
16540,20233,Kiran Gowda,19,F
16541,20233,Joseph Iyengar,26,M
16542,20237,Basavaraj Hegde,20,M
16544,20239,Chetan Bhat,18,F
16545,20241,Basavaraj Hegde,65,M
16546,20241,Nagaraj Bhat,39,F
16548,20243,Lakshmi Naik,36,F
16549,20243,Manjunath Kulkarni,44,M
16552,20245,Ashwini Kulkarni,50,M
16554,20249,Manjunath Desai,74,M
16557,20253,Vinutha Hegde,11,F
16560,20257,Suresh Kulkarni,50,F
16562,20259,Manjunath Naik,17,F
16564,20263,Mary Kulkarni,56,F
16565,20265,Basavaraj Nayak,5,F
16567,20267,Joseph Nayak,31,F
16568,20269,Yashwanth Kumar,31,F
16574,20281,Ashwini Rao,47,M
16575,20283,Ravi Shetty,21,M
16576,20283,Shivakumar Prasad,48,M
16579,20285,Rekha Hegde,62,F
16582,20289,Bhavana Iyengar,34,M
16583,20289,Pooja Prasad,51,F
16584,20291,Joseph Reddy,57,M
16585,20291,Vinutha Rao,39,M
16588,20295,Nagaraj Gowda,8,M
16589,20297,Suresh Kulkarni,28,M
16590,20297,Kiran Naik,40,M
16593,20299,Lakshmi Nayak,9,M
16596,20301,Shivakumar Gowda,69,M
16598,20303,Basavaraj Nayak,58,M
16599,20305,Bhavana Iyengar,22,F
16602,20311,Girish Hegde,19,F
16604,20313,Ravi Bhat,61,M
16606,20319,Pooja Desai,26,M
16609,20321,Pooja Prasad,65,M
16610,20321,Lakshmi Desai,62,M
16611,20323,Girish Nayak,71,M
16613,20325,Deepak Desai,18,M
16617,20329,Ravi Shetty,74,F
16619,20333,Rekha Gowda,11,M
16621,20335,Vinutha Patil,42,M
16622,20335,Yashwanth Desai,73,F
16624,20337,Imran Nayak,67,M
16625,20337,Kiran Prasad,42,M
16630,20341,Ashwini Reddy,10,M
16631,20343,Kiran Patil,49,F
16635,20347,Imran Kulkarni,51,F
16637,20349,Rekha Patil,75,M
16638,20349,Prakash Patil,41,F
16641,20353,Girish Gowda,15,M
16643,20355,Vinutha Naik,34,F
16644,20357,Pooja Nayak,59,M
16646,20359,Deepak Bhat,70,M
16647,20363,Joseph Bhat,47,M
16648,20365,Deepak Rao,20,F
16650,20367,Mary Murthy,65,F
16653,20369,Chetan Prasad,66,F
16654,20369,Bhavana Gowda,28,M
16657,20373,Deepak Iyengar,34,M
16658,20373,Deepak Patil,59,M
16660,20375,Manjunath Kulkarni,24,M
16661,20375,Prakash Desai,57,F
16664,20377,Girish Murthy,31,M
16667,20381,Yashwanth Hegde,47,M
16669,20383,Ravi Patil,24,F
16672,20389,Bhavana Rao,10,F
16676,20397,Anitha Hegde,49,M
16677,20399,Joseph Shetty,57,F
16681,20407,Vinutha Naik,29,F
16684,20411,Vinutha Naik,69,M
16685,20411,Chetan Nayak,67,F
16688,20413,Vinutha Naik,49,F
16689,20413,Anitha Gowda,61,M
16690,20415,Manjunath Kumar,61,M
16695,20425,Vinutha Hegde,44,M
16696,20427,Mary Nayak,12,F
16699,20429,Imran Prasad,59,M
16701,20431,Shivakumar Bhat,75,M
16702,20431,Imran Kulkarni,14,F
16703,20433,Girish Murthy,65,M
16704,20433,Nagaraj Bhat,26,F
16707,20435,Anitha Iyengar,40,F
16709,20437,Joseph Bhat,22,F
16714,20443,Vinutha Naik,64,M
16716,20445,Chetan Nayak,65,F
16717,20445,Pooja Shetty,56,M
16719,20447,Suresh Prasad,11,M
16720,20449,Chetan Bhat,39,M
16721,20449,Deepak Murthy,33,F
16722,20451,Girish Shetty,44,M
16724,20453,Imran Desai,67,F
16726,20455,Anitha Reddy,66,M
16727,20457,Chetan Reddy,51,F
16729,20459,Shivakumar Kulkarni,61,F
16730,20461,Fatima Patil,40,M
16732,20463,Rekha Naik,41,F
16733,20463,Suresh Kulkarni,63,F
16734,20465,Nagaraj Kumar,6,F
16735,20469,Chetan Kulkarni,7,M
16736,20475,Rekha Patil,20,M
16737,20475,Prakash Gowda,30,M
16739,20477,Imran Desai,63,F
16741,20481,Fatima Nayak,31,F
16742,20481,Ravi Murthy,9,F
16744,20483,Mary Rao,27,M
16747,20485,Ashwini Shetty,39,F
16748,20487,Pooja Gowda,59,F
16749,20487,Bhavana Rao,17,F
16751,20491,Deepak Patil,29,M
16752,20491,Rekha Shetty,52,M
16753,20493,Lakshmi Patil,60,M
16754,20495,Bhavana Naik,61,M
16755,20497,Bhavana Prasad,58,M
16757,20501,Shivakumar Nayak,30,F
16758,20501,Pooja Gowda,65,M
16761,20505,Kiran Naik,65,M
16762,20507,Manjunath Desai,50,F
16765,20511,Shivakumar Reddy,75,F
16766,20513,Girish Desai,32,M
16768,20515,Joseph Nayak,44,M
16769,20517,Fatima Prasad,39,F
16772,20519,Shivakumar Prasad,7,M
16775,20525,Anitha Hegde,58,M
16778,20527,Yashwanth Gowda,17,F
16780,20529,Manjunath Murthy,48,F
16782,20531,Kiran Shetty,63,F
16784,20533,Anitha Nayak,13,F
16786,20535,Fatima Hegde,33,F
16787,20535,Mary Murthy,50,F
16790,20539,Shivakumar Nayak,53,F
16792,20541,Kiran Rao,35,M
16795,20543,Nagaraj Bhat,47,M
16798,20549,Chetan Patil,6,F
16800,20551,Fatima Prasad,11,F
16801,20551,Bhavana Kulkarni,28,F
16804,20553,Bhavana Gowda,46,F
16805,20555,Shivakumar Hegde,50,M
16809,20561,Girish Nayak,75,M
16811,20563,Kiran Prasad,45,F
16813,20565,Vinutha Naik,32,M
16814,20567,Yashwanth Naik,23,M
16815,20567,Prakash Naik,47,F
16817,20569,Bhavana Naik,23,F
16818,20569,Chetan Bhat,48,F
16820,20571,Deepak Gowda,45,F
16821,20571,Bhavana Reddy,28,M
16829,20583,Ravi Patil,74,F
16830,20585,Suresh Reddy,14,F
16833,20587,Mary Reddy,37,M
16834,20587,Pooja Reddy,12,F
16835,20589,Shivakumar Prasad,62,F
16841,20599,Lakshmi Gowda,33,F
16844,20601,Pooja Naik,15,F
16846,20603,Deepak Iyengar,57,M
16855,20619,Kiran Bhat,52,F
16856,20623,Ashwini Reddy,70,F
16857,20623,Shivakumar Gowda,43,M
16859,20627,Prakash Bhat,42,F
16860,20629,Nagaraj Prasad,22,F
16862,20631,Basavaraj Naik,16,M
16864,20635,Deepak Murthy,30,F
16866,20637,Bhavana Prasad,16,F
16867,20637,Ashwini Prasad,28,F
16868,20639,Chetan Iyengar,67,M
16870,20643,Ashwini Desai,57,M
16872,20645,Fatima Naik,67,M
16874,20647,Vinutha Kumar,24,F
16876,20649,Deepak Naik,61,M
16877,20653,Ravi Naik,70,F
16879,20655,Basavaraj Reddy,72,M
16880,20657,Chetan Prasad,60,M
16881,20657,Girish Nayak,12,F
16885,20663,Anitha Shetty,30,F
16888,20669,Deepak Murthy,47,M
16889,20671,Imran Hegde,37,F
16892,20675,Suresh Patil,64,F
16897,20679,Manjunath Bhat,52,M
16901,20683,Basavaraj Prasad,19,M
16904,20685,Ravi Hegde,65,M
16905,20687,Manjunath Rao,63,M
16906,20687,Lakshmi Patil,18,F
16908,20689,Imran Prasad,70,F
16910,20693,Kiran Kulkarni,53,M
16911,20695,Lakshmi Shetty,18,M
16913,20697,Chetan Prasad,32,F
16917,20701,Chetan Prasad,7,F
16919,20703,Ravi Murthy,74,F
16921,20705,Manjunath Kumar,36,M
16923,20707,Shivakumar Naik,68,M
16925,20711,Mary Kumar,14,M
16927,20713,Nagaraj Iyengar,68,M
16929,20715,Ravi Prasad,15,F
16931,20717,Girish Desai,63,F
16932,20717,Lakshmi Bhat,44,M
16933,20719,Chetan Naik,30,M
16936,20721,Fatima Nayak,43,F
16937,20721,Lakshmi Reddy,30,F
16939,20723,Vinutha Desai,40,M
16940,20723,Ashwini Patil,46,M
16941,20725,Anitha Naik,18,M
16943,20727,Pooja Nayak,32,F
16947,20731,Ravi Naik,15,M
16949,20735,Pooja Kulkarni,70,M
16952,20737,Rekha Shetty,43,F
16954,20739,Manjunath Nayak,17,M
16955,20741,Anitha Rao,28,F
16956,20743,Ashwini Kulkarni,38,M
16957,20743,Shivakumar Gowda,44,F
16959,20745,Pooja Reddy,41,F
16963,20751,Shivakumar Desai,15,M
16964,20751,Joseph Prasad,40,M
16965,20753,Fatima Gowda,33,F
16968,20755,Basavaraj Prasad,66,M
16969,20757,Kiran Patil,19,M
16970,20757,Yashwanth Kumar,61,F
16972,20759,Vinutha Bhat,11,F
16978,20771,Pooja Naik,16,M
16980,20773,Nagaraj Prasad,24,F
16982,20775,Suresh Kumar,73,M
16984,20777,Ravi Rao,10,M
16985,20777,Bhavana Iyengar,31,F
16987,20779,Deepak Prasad,19,F
16988,20781,Manjunath Shetty,26,M
16989,20783,Pooja Bhat,69,F
16990,20783,Bhavana Kumar,21,F
16992,20787,Pooja Rao,18,F
16995,20789,Joseph Kulkarni,43,M
16998,20793,Ravi Prasad,39,F
16999,20795,Ravi Naik,69,M
17000,20797,Deepak Rao,12,M
17001,20799,Suresh Murthy,6,F
17002,20801,Vinutha Reddy,73,F
17004,20803,Ravi Naik,61,F
17006,20805,Girish Prasad,45,M
17009,20807,Rekha Hegde,14,M
17011,20809,Deepak Patil,22,M
17014,20813,Deepak Prasad,21,M
17016,20815,Prakash Kumar,13,M
17017,20817,Yashwanth Hegde,33,F
17018,20819,Ravi Bhat,71,F
17020,20821,Vinutha Kulkarni,65,F
17021,20821,Mary Reddy,54,F
17025,20825,Imran Bhat,9,F
17027,20829,Joseph Bhat,25,F
17029,20831,Basavaraj Kumar,13,F
17031,20833,Anitha Shetty,33,F
17033,20835,Imran Prasad,71,F
17034,20835,Fatima Patil,25,F
17037,20839,Ravi Kumar,19,F
17038,20841,Imran Reddy,72,F
17041,20845,Basavaraj Bhat,39,F
17042,20847,Suresh Hegde,33,M
17043,20849,Nagaraj Rao,52,M
17045,20851,Mary Iyengar,58,M
17047,20853,Ravi Rao,53,F
17048,20853,Deepak Gowda,59,M
17050,20855,Yashwanth Nayak,34,F
17052,20857,Pooja Patil,75,M
17054,20859,Basavaraj Prasad,47,F
17057,20861,Mary Desai,19,F
17060,20863,Fatima Desai,20,M
17062,20865,Pooja Shetty,38,M
17065,20867,Basavaraj Nayak,40,F
17069,20875,Rekha Desai,55,F
17071,20877,Deepak Bhat,19,M
17072,20877,Bhavana Shetty,57,M
17074,20881,Anitha Reddy,58,F
17076,20885,Lakshmi Desai,55,F
17077,20885,Imran Kumar,26,F
17080,20889,Basavaraj Hegde,46,F
17082,20891,Mary Kumar,62,F
17083,20891,Vinutha Kulkarni,18,M
17084,20893,Yashwanth Iyengar,23,F
17085,20893,Joseph Shetty,50,M
17086,20895,Yashwanth Bhat,45,M
17088,20897,Nagaraj Murthy,69,M
17091,20899,Rekha Kulkarni,65,F
17092,20901,Shivakumar Patil,51,F
17093,20901,Imran Naik,10,M
17095,20903,Ravi Prasad,61,M
17096,20903,Kiran Gowda,6,M
17099,20907,Manjunath Gowda,42,M
17101,20909,Yashwanth Shetty,5,F
17105,20913,Chetan Desai,46,F
17107,20915,Shivakumar Iyengar,23,M
17109,20917,Manjunath Naik,17,M
17110,20917,Ashwini Shetty,10,M
17111,20919,Deepak Kumar,7,F
17112,20921,Lakshmi Nayak,60,M
17113,20921,Chetan Nayak,15,M
17115,20923,Mary Kumar,19,M
17118,20925,Vinutha Iyengar,18,M
17119,20927,Manjunath Kulkarni,28,M
17120,20927,Bhavana Kumar,8,F
17123,20929,Suresh Reddy,73,M
17124,20929,Deepak Prasad,43,M
17126,20931,Kiran Kulkarni,25,F
17128,20933,Fatima Naik,65,M
17129,20935,Chetan Desai,52,M
17130,20935,Kiran Prasad,58,F
17132,20937,Suresh Nayak,58,M
17134,20939,Deepak Prasad,15,F
17135,20941,Pooja Murthy,73,F
17136,20943,Ashwini Murthy,30,M
17139,20945,Nagaraj Bhat,21,F
17142,20949,Chetan Naik,24,F
17144,20951,Chetan Gowda,45,M
17146,20953,Girish Gowda,67,M
17148,20955,Mary Prasad,26,M
17151,20961,Kiran Reddy,44,F
17152,20963,Shivakumar Hegde,6,M
17154,20969,Bhavana Prasad,54,F
17156,20971,Fatima Murthy,5,M
17157,20971,Imran Naik,13,F
17158,20973,Chetan Gowda,19,M
17159,20975,Kiran Kumar,42,F
17160,20975,Vinutha Bhat,47,F
17162,20977,Ashwini Gowda,60,M
17165,20979,Yashwanth Murthy,14,F
17166,20981,Ashwini Hegde,49,F
17169,20985,Shivakumar Kulkarni,45,M
17170,20987,Anitha Bhat,26,M
17173,20991,Nagaraj Gowda,43,F
17176,20993,Girish Kumar,32,M
17178,20995,Girish Shetty,17,M
17180,20999,Mary Naik,37,M
17183,21003,Imran Murthy,73,M
17186,21007,Lakshmi Iyengar,19,F
17188,21009,Basavaraj Kulkarni,24,M
17189,21009,Rekha Iyengar,65,M
17193,21015,Bhavana Iyengar,28,M
17196,21017,Ravi Kulkarni,13,F
17198,21019,Prakash Patil,72,F
17201,21025,Pooja Shetty,41,F
17202,21027,Rekha Kumar,10,M
17203,21029,Ashwini Desai,50,M
17204,21031,Lakshmi Nayak,33,F
17209,21037,Shivakumar Hegde,71,F
17210,21037,Ashwini Shetty,39,M
17213,21039,Vinutha Patil,53,F
17214,21039,Bhavana Nayak,32,M
17215,21041,Vinutha Reddy,21,F
17216,21041,Suresh Prasad,38,F
17218,21043,Joseph Rao,75,F
17224,21049,Nagaraj Hegde,41,F
17226,21051,Basavaraj Rao,67,F
17227,21051,Lakshmi Reddy,38,F
17228,21053,Bhavana Nayak,57,M
17230,21057,Rekha Naik,51,M
17232,21059,Deepak Nayak,31,F
17237,21063,Basavaraj Patil,55,F
17239,21065,Kiran Murthy,70,F
17241,21067,Prakash Bhat,38,F
17245,21071,Lakshmi Gowda,28,M
17246,21071,Vinutha Prasad,21,F
17249,21073,Manjunath Shetty,47,F
17251,21075,Yashwanth Iyengar,52,M
17252,21075,Deepak Bhat,16,F
17255,21077,Ravi Naik,70,F
17256,21077,Rekha Iyengar,64,M
17259,21079,Deepak Murthy,41,M
17260,21079,Ravi Iyengar,19,M
17261,21081,Rekha Kulkarni,75,F
17263,21083,Deepak Reddy,12,M
17264,21083,Ashwini Shetty,7,F
17266,21085,Suresh Shetty,75,M
17268,21087,Shivakumar Rao,46,M
17270,21089,Prakash Patil,22,M
17271,21089,Girish Bhat,63,M
17273,21091,Prakash Reddy,37,M
17275,21093,Yashwanth Reddy,22,M
17276,21095,Bhavana Patil,73,F
17277,21097,Deepak Reddy,61,F
17279,21099,Ravi Kumar,61,M
17280,21099,Anitha Shetty,34,F
17283,21101,Rekha Desai,67,M
17284,21103,Pooja Patil,56,M
17287,21105,Joseph Kumar,36,F
17289,21107,Deepak Patil,68,M
17290,21107,Rekha Kumar,12,F
17292,21111,Lakshmi Kulkarni,39,F
17298,21123,Manjunath Hegde,10,M
17302,21131,Shivakumar Rao,16,F
17303,21133,Girish Prasad,11,F
17305,21135,Girish Murthy,35,M
17307,21137,Imran Murthy,58,F
17308,21139,Ravi Kumar,10,F
17309,21141,Mary Kumar,53,M
17310,21143,Basavaraj Desai,16,F
17312,21145,Joseph Patil,48,M
17314,21147,Ravi Hegde,63,M
17321,21157,Chetan Patil,46,F
17324,21161,Kiran Desai,48,M
17325,21161,Manjunath Reddy,25,M
17326,21163,Kiran Shetty,58,F
17328,21165,Joseph Prasad,46,F
17329,21165,Mary Rao,44,F
17331,21167,Rekha Prasad,74,F
17334,21173,Fatima Nayak,42,F
17335,21173,Vinutha Naik,33,M
17338,21175,Girish Prasad,57,F
17339,21175,Pooja Hegde,53,F
17341,21177,Joseph Hegde,62,F
17346,21185,Bhavana Patil,63,F
17349,21187,Kiran Kumar,52,F
17352,21191,Imran Iyengar,56,M
17355,21193,Shivakumar Kumar,21,M
17356,21193,Mary Reddy,49,F
17359,21195,Prakash Hegde,7,M
17361,21197,Shivakumar Reddy,34,M
17363,21199,Yashwanth Nayak,58,M
17365,21201,Joseph Kulkarni,33,M
17367,21203,Prakash Gowda,17,F
17370,21207,Shivakumar Kumar,60,F
17372,21209,Imran Shetty,40,M
17374,21213,Ravi Kulkarni,16,M
17375,21213,Mary Iyengar,29,F
17377,21215,Kiran Prasad,14,F
17380,21217,Yashwanth Hegde,28,F
17381,21217,Bhavana Desai,52,F
17383,21219,Bhavana Prasad,8,M
17386,21225,Fatima Rao,39,F
17387,21225,Prakash Reddy,70,M
17389,21227,Ashwini Hegde,26,M
17391,21229,Bhavana Hegde,13,M
17395,21235,Girish Kumar,16,M
17396,21235,Lakshmi Kumar,8,F
17398,21237,Prakash Iyengar,56,M
17403,21241,Rekha Gowda,55,M
17405,21243,Vinutha Prasad,22,F
17406,21245,Fatima Prasad,21,F
17410,21249,Yashwanth Murthy,73,F
17411,21251,Ravi Kulkarni,60,M
17412,21251,Kiran Iyengar,71,M
17414,21253,Deepak Gowda,44,M
17417,21255,Fatima Murthy,70,M
17418,21255,Imran Kumar,5,F
17421,21257,Fatima Nayak,35,M
17422,21259,Deepak Nayak,71,M
17423,21261,Vinutha Murthy,23,M
17424,21263,Prakash Rao,72,F
17425,21263,Nagaraj Prasad,25,F
17432,21271,Mary Murthy,51,M
17434,21275,Fatima Desai,52,F
17437,21277,Imran Bhat,63,F
17438,21281,Bhavana Kumar,8,F
17441,21287,Chetan Desai,13,F
17446,21295,Prakash Iyengar,49,F
17448,21297,Joseph Patil,54,F
17450,21299,Imran Patil,14,M
17451,21301,Nagaraj Iyengar,58,F
17453,21303,Anitha Nayak,56,M
17456,21305,Vinutha Naik,20,M
17457,21309,Imran Murthy,66,F
17459,21313,Manjunath Reddy,67,M
17462,21319,Lakshmi Prasad,13,F
17464,21321,Manjunath Patil,56,F
17465,21321,Joseph Bhat,72,M
17467,21323,Basavaraj Prasad,62,F
17468,21323,Deepak Iyengar,16,M
17471,21327,Rekha Desai,24,M
17473,21329,Yashwanth Reddy,72,M
17475,21331,Kiran Reddy,61,F
17476,21331,Kiran Patil,65,F
17478,21333,Shivakumar Iyengar,28,F
17481,21335,Deepak Gowda,72,F
17484,21337,Vinutha Desai,5,M
17486,21341,Prakash Shetty,74,M
17488,21345,Bhavana Iyengar,65,F
17489,21345,Joseph Naik,16,M
17490,21347,Lakshmi Gowda,16,M
17491,21347,Deepak Gowda,12,F
17493,21349,Lakshmi Murthy,55,M
17494,21349,Deepak Hegde,35,F
17497,21353,Manjunath Kumar,73,M
17500,21357,Bhavana Rao,55,M
17501,21357,Ashwini Kulkarni,52,F
17504,21359,Bhavana Desai,13,F
17506,21361,Nagaraj Naik,42,M
17515,21371,Basavaraj Patil,18,M
17516,21371,Pooja Kulkarni,51,M
17519,21373,Mary Naik,70,F
17520,21373,Joseph Patil,65,M
17523,21375,Girish Prasad,48,F
17526,21377,Suresh Patil,14,F
17530,21381,Kiran Nayak,12,F
17531,21385,Prakash Rao,64,M
17533,21387,Ashwini Shetty,39,M
17535,21389,Kiran Patil,30,M
17536,21391,Ashwini Bhat,60,F
17537,21391,Anitha Gowda,21,F
17539,21393,Anitha Iyengar,47,M
17540,21393,Mary Desai,55,F
17543,21395,Imran Reddy,12,M
17548,21403,Fatima Naik,57,F
17551,21405,Imran Murthy,70,M
17555,21411,Rekha Kumar,9,M
17556,21413,Basavaraj Hegde,21,F
17558,21415,Lakshmi Gowda,17,F
17559,21417,Rekha Kulkarni,47,F
17560,21417,Nagaraj Hegde,27,F
17562,21419,Anitha Kumar,48,M
17564,21421,Chetan Nayak,46,F
17565,21421,Deepak Murthy,5,M
17567,21423,Imran Reddy,27,M
17568,21425,Ravi Kumar,72,F
17569,21425,Joseph Reddy,49,F
17574,21429,Chetan Iyengar,27,F
17575,21429,Joseph Reddy,64,F
17578,21433,Manjunath Rao,28,F
17581,21435,Fatima Patil,53,F
17582,21437,Kiran Reddy,41,F
17584,21441,Lakshmi Nayak,15,M
17587,21447,Shivakumar Reddy,12,F
17589,21449,Joseph Kumar,57,F
17591,21453,Joseph Rao,72,F
17594,21455,Kiran Hegde,48,M
17595,21455,Deepak Kulkarni,58,M
17597,21459,Yashwanth Murthy,48,M
17598,21459,Yashwanth Reddy,25,F
17601,21461,Suresh Prasad,7,M
17605,21467,Pooja Reddy,34,M
17606,21467,Joseph Reddy,14,F
17608,21471,Manjunath Hegde,71,F
17609,21473,Shivakumar Kumar,74,M
17611,21475,Fatima Kulkarni,63,F
17612,21475,Vinutha Rao,33,M
17615,21483,Ravi Bhat,23,M
17617,21485,Kiran Shetty,55,M
17620,21487,Girish Rao,11,M
17621,21489,Mary Shetty,40,F
17623,21491,Mary Nayak,29,M
17625,21493,Girish Rao,50,F
17626,21493,Imran Bhat,31,M
17627,21495,Fatima Bhat,35,M
17628,21495,Kiran Rao,36,F
17630,21497,Yashwanth Reddy,8,F
17634,21501,Suresh Shetty,26,F
17636,21503,Suresh Desai,29,F
17638,21505,Ashwini Prasad,15,F
17640,21507,Rekha Bhat,24,F
17642,21509,Basavaraj Gowda,26,M
17644,21513,Girish Rao,26,M
17645,21513,Ashwini Hegde,63,M
17647,21515,Manjunath Naik,53,F
17649,21517,Nagaraj Kumar,34,F
17652,21519,Nagaraj Hegde,18,F
17653,21521,Deepak Bhat,8,F
17655,21525,Rekha Kulkarni,46,M
17657,21527,Vinutha Kumar,42,F
17658,21527,Anitha Naik,20,M
17660,21529,Bhavana Rao,66,M
17662,21531,Imran Murthy,75,M
17665,21535,Deepak Prasad,30,F
17668,21537,Joseph Hegde,52,M
17672,21543,Chetan Bhat,59,F
17673,21543,Ravi Rao,40,M
17674,21545,Prakash Shetty,9,F
17675,21545,Manjunath Iyengar,7,M
17677,21547,Nagaraj Prasad,63,M
17680,21551,Basavaraj Kulkarni,73,F
17681,21553,Basavaraj Shetty,26,M
17684,21559,Bhavana Nayak,38,F
17685,21559,Anitha Iyengar,55,M
17687,21561,Girish Patil,68,M
17688,21563,Yashwanth Hegde,38,F
17689,21565,Vinutha Gowda,36,F
17690,21565,Kiran Shetty,65,M
17692,21567,Manjunath Desai,35,M
17696,21573,Fatima Patil,45,M
17699,21579,Suresh Murthy,50,M
17700,21579,Joseph Shetty,10,F
17701,21581,Bhavana Rao,65,M
17705,21585,Yashwanth Desai,53,F
17709,21589,Vinutha Naik,69,M
17711,21591,Vinutha Naik,29,M
17712,21593,Vinutha Murthy,62,F
17714,21595,Mary Bhat,43,F
17715,21597,Manjunath Murthy,38,F
17716,21599,Suresh Bhat,61,F
17717,21599,Kiran Desai,61,F
17719,21603,Vinutha Gowda,48,M
17721,21609,Pooja Naik,32,M
17722,21611,Nagaraj Kumar,73,F
17724,21613,Nagaraj Patil,61,M
17725,21615,Shivakumar Patil,71,F
17726,21617,Chetan Kumar,22,M
17728,21619,Vinutha Murthy,19,M
17729,21621,Ashwini Naik,19,M
17731,21623,Shivakumar Kulkarni,70,F
17733,21625,Joseph Nayak,43,M
17735,21627,Joseph Rao,71,M
17737,21629,Girish Reddy,35,M
17738,21629,Prakash Naik,63,M
17739,21631,Suresh Hegde,12,F
17740,21631,Anitha Rao,60,M
17742,21637,Lakshmi Shetty,11,F
17744,21639,Deepak Rao,71,M
17745,21639,Girish Gowda,31,F
17747,21641,Basavaraj Bhat,71,F
17749,21643,Fatima Desai,57,M
17750,21643,Deepak Reddy,8,F
17752,21645,Manjunath Desai,10,M
17756,21651,Mary Rao,27,M
17760,21655,Rekha Reddy,35,M
17761,21657,Rekha Desai,39,F
17763,21665,Rekha Reddy,73,M
17764,21669,Shivakumar Hegde,7,M
17766,21673,Ashwini Hegde,57,M
17767,21673,Shivakumar Rao,37,F
17769,21675,Manjunath Shetty,49,M
17772,21677,Kiran Iyengar,35,M
17773,21677,Imran Murthy,39,F
17774,21679,Bhavana Iyengar,53,F
17775,21679,Shivakumar Murthy,18,F
17778,21681,Anitha Iyengar,53,M
17779,21683,Suresh Reddy,48,M
17781,21685,Pooja Prasad,9,F
17782,21689,Fatima Gowda,12,M
17784,21691,Fatima Bhat,18,M
17785,21691,Deepak Patil,63,F
17787,21695,Ravi Hegde,62,F
17788,21695,Nagaraj Kulkarni,47,F
17790,21697,Basavaraj Bhat,32,F
17791,21697,Bhavana Desai,71,M
17794,21699,Girish Kulkarni,42,M
17795,21701,Ravi Shetty,12,M
17797,21703,Chetan Prasad,5,M
17798,21703,Prakash Desai,60,F
17801,21707,Ravi Prasad,69,F
17802,21707,Prakash Nayak,20,M
17805,21709,Chetan Nayak,73,M
17806,21709,Mary Rao,54,F
17808,21711,Basavaraj Reddy,17,M
17811,21713,Basavaraj Naik,26,F
17812,21715,Pooja Kulkarni,70,M
17813,21717,Deepak Shetty,41,M
17816,21719,Joseph Kulkarni,68,M
17818,21725,Nagaraj Hegde,74,F
17819,21725,Prakash Nayak,28,F
17821,21729,Manjunath Prasad,24,F
17823,21731,Ashwini Bhat,74,F
17825,21733,Rekha Naik,54,M
17827,21735,Ravi Desai,33,M
17831,21741,Imran Reddy,63,M
17834,21745,Kiran Iyengar,6,F
17836,21747,Anitha Hegde,48,F
17839,21751,Imran Hegde,18,F
17840,21751,Bhavana Nayak,58,F
17842,21753,Fatima Murthy,71,M
17844,21755,Deepak Murthy,40,M
17845,21755,Rekha Murthy,42,M
17848,21757,Bhavana Rao,70,M
17849,21757,Shivakumar Reddy,66,M
17852,21759,Manjunath Shetty,35,M
17854,21763,Ravi Naik,65,M
17855,21763,Ashwini Kulkarni,44,M
17857,21765,Manjunath Shetty,11,F
17858,21767,Imran Gowda,29,F
17859,21769,Anitha Patil,51,M
17863,21775,Basavaraj Naik,72,M
17864,21777,Kiran Patil,20,F
17865,21777,Kiran Desai,46,M
17867,21779,Rekha Rao,8,F
17868,21779,Ravi Prasad,43,F
17870,21785,Ashwini Prasad,7,F
17871,21787,Bhavana Gowda,75,M
17872,21789,Pooja Prasad,59,M
17873,21789,Joseph Prasad,40,F
17874,21791,Kiran Patil,55,F
17876,21793,Basavaraj Prasad,39,F
17877,21793,Suresh Bhat,20,M
17878,21795,Mary Nayak,47,M
17879,21797,Ravi Naik,39,M
17880,21797,Chetan Prasad,21,F
17882,21801,Shivakumar Prasad,43,M
17883,21803,Vinutha Kumar,67,F
17886,21805,Kiran Naik,16,F
17887,21807,Basavaraj Desai,19,F
17888,21807,Anitha Bhat,69,F
17889,21809,Deepak Desai,56,M
17891,21811,Basavaraj Prasad,55,M
17893,21813,Fatima Kumar,36,M
17894,21817,Prakash Murthy,64,M
17896,21819,Yashwanth Shetty,61,M
17897,21819,Ashwini Rao,12,M
17899,21823,Kiran Desai,21,M
17902,21827,Chetan Kulkarni,16,F
17903,21827,Imran Naik,60,M
17905,21829,Ravi Nayak,72,F
17906,21829,Yashwanth Desai,16,M
17907,21831,Anitha Reddy,30,M
17908,21831,Bhavana Murthy,41,M
17911,21833,Manjunath Nayak,21,M
17913,21837,Chetan Reddy,61,M
17915,21839,Prakash Kumar,73,M
17917,21843,Nagaraj Nayak,46,F
17918,21843,Shivakumar Murthy,7,M
17922,21849,Pooja Shetty,63,M
17923,21853,Fatima Shetty,24,M
17925,21855,Joseph Prasad,20,F
17927,21857,Vinutha Rao,27,F
17928,21857,Joseph Kulkarni,55,M
17930,21859,Joseph Shetty,11,F
