AccusedMasterID,CaseMasterID,CrimeNo,AccusedName,AgeYear,Gender,PersonID,RingID,DistrictName,CrimeSubHead
55933,25869,100080002202500495,Bhavana Rao,54,M,A1,0,Ballari,Theft
55934,25869,100080002202500495,Girish Rao,24,M,A2,0,Ballari,Theft
55938,25871,100100004202500457,Vinutha Shetty,20,M,A1,0,Shivamogga,UPI Fraud
55939,25871,100100004202500457,Lakshmi Shetty,38,M,A2,0,Shivamogga,UPI Fraud
55940,25871,100100004202500457,Imran Iyengar,44,M,A3,0,Shivamogga,UPI Fraud
55942,25873,100020001202500449,Chetan Desai,45,M,A1,0,Bengaluru Rural,Theft
55943,25873,100020001202500449,Pooja Naik,37,M,A2,0,Bengaluru Rural,Theft
55944,25873,100020001202500449,Girish Kulkarni,25,M,A3,0,Bengaluru Rural,Theft
55947,25875,100090005202500432,Nagaraj Patil,50,M,A1,0,Vijayapura,Unlawful Assembly
55948,25875,100090005202500432,Lakshmi Prasad,31,M,A2,0,Vijayapura,Unlawful Assembly
55949,25875,100090005202500432,Joseph Patil,35,M,A3,3,Vijayapura,Unlawful Assembly
55950,25875,100090005202500432,Joseph Murthy,53,M,A4,0,Vijayapura,Unlawful Assembly
55951,25875,100090005202500432,Basavaraj Patil,54,M,A5,0,Vijayapura,Unlawful Assembly
55954,25877,100050003202500705,Imran Reddy,34,M,A1,0,Hubballi-Dharwad,Dacoity
55955,25877,100050003202500705,Manjunath Kumar,22,M,A2,3,Hubballi-Dharwad,Dacoity
55958,25879,800110006202500484,Kiran Desai,51,M,A1,0,Tumakuru,Robbery
55959,25879,800110006202500484,Imran Patil,26,M,A2,0,Tumakuru,Robbery
55963,25881,300010003202502522,Prakash Rao,41,M,A1,0,Bengaluru City,Burglary
55964,25881,300010003202502522,Basavaraj Bhat,53,M,A2,0,Bengaluru City,Burglary
55965,25881,300010003202502522,Imran Rao,42,M,A3,0,Bengaluru City,Burglary
55969,25883,100130003202500317,Lakshmi Nayak,19,M,A1,0,Udupi,Identity Theft
55970,25883,100130003202500317,Girish Shetty,56,M,A2,0,Udupi,Identity Theft
55974,25885,100090004202500433,Vinutha Hegde,55,F,A1,0,Vijayapura,Motor Vehicle Theft
55975,25885,100090004202500433,Joseph Reddy,19,M,A2,0,Vijayapura,Motor Vehicle Theft
55981,25887,100010002202502524,Prakash Shetty,42,F,A1,0,Bengaluru City,Unlawful Assembly
55982,25887,100010002202502524,Mary Nayak,38,M,A2,0,Bengaluru City,Unlawful Assembly
55983,25887,100010002202502524,Rekha Desai,28,M,A3,0,Bengaluru City,Unlawful Assembly
55986,25889,100060001202500765,Deepak Reddy,22,M,A1,0,Belagavi,Theft
55987,25889,100060001202500765,Deepak Prasad,38,M,A2,0,Belagavi,Theft
55988,25889,100060001202500765,Rekha Murthy,21,F,A3,0,Belagavi,Theft
55991,25891,100020004202500451,Ravi Gowda,18,M,A1,0,Bengaluru Rural,Theft
55994,25893,100100001202500458,Lakshmi Kulkarni,22,M,A1,0,Shivamogga,Robbery
55996,25895,100020004202500452,Ravi Bhat,21,M,A1,0,Bengaluru Rural,Burglary
55997,25895,100020004202500452,Chetan Bhat,49,M,A2,0,Bengaluru Rural,Burglary
56001,25897,100060003202500767,Nagaraj Rao,18,F,A1,0,Belagavi,Burglary
56005,25899,100030003202500953,Suresh Nayak,37,M,A1,0,Mysuru,Robbery
56007,25901,100050005202500706,Basavaraj Naik,44,F,A1,0,Hubballi-Dharwad,Dacoity
56008,25901,100050005202500706,Prakash Rao,55,M,A2,0,Hubballi-Dharwad,Dacoity
56009,25901,100050005202500706,Basavaraj Patil,43,M,A3,0,Hubballi-Dharwad,Dacoity
56012,25903,100050001202500707,Ravi Gowda,36,M,A1,0,Hubballi-Dharwad,Burglary
56018,25905,100130003202500318,Deepak Kumar,29,M,A1,0,Udupi,Unlawful Assembly
56019,25905,100130003202500318,Pooja Iyengar,35,M,A2,0,Udupi,Unlawful Assembly
56022,25907,100010004202502528,Chetan Rao,49,M,A1,0,Bengaluru City,Dacoity
56026,25909,100010002202502530,Fatima Murthy,57,M,A1,0,Bengaluru City,Burglary
56027,25909,100010002202502530,Basavaraj Naik,29,F,A2,0,Bengaluru City,Burglary
56028,25909,100010002202502530,Anitha Reddy,53,M,A3,0,Bengaluru City,Burglary
56032,25911,100010003202502531,Pooja Kumar,45,M,A1,0,Bengaluru City,Dowry Harassment
56036,25913,100010003202502533,Rekha Prasad,38,M,A1,0,Bengaluru City,Robbery
56037,25913,100010003202502533,Prakash Reddy,22,M,A2,0,Bengaluru City,Robbery
56038,25913,100010003202502533,Kiran Hegde,35,M,A3,3,Bengaluru City,Robbery
56041,25915,100060001202500769,Mary Nayak,39,M,A1,0,Belagavi,Possession NDPS
56044,25917,100010002202502535,Ashwini Desai,25,M,A1,0,Bengaluru City,Chit Fund Fraud
56045,25917,100010002202502535,Nagaraj Bhat,23,M,A2,3,Bengaluru City,Chit Fund Fraud
56048,25919,100020002202500453,Ravi Gowda,36,M,A1,0,Bengaluru Rural,Attempt to Murder
56050,25921,100050003202500708,Ravi Patil,31,M,A1,0,Hubballi-Dharwad,Theft
56051,25921,100050003202500708,Joseph Iyengar,49,F,A2,6,Hubballi-Dharwad,Theft
56052,25921,100050003202500708,Deepak Rao,49,F,A3,0,Hubballi-Dharwad,Theft
56057,25923,100140002202500432,Pooja Shetty,44,M,A1,0,Hassan,Burglary
56058,25923,100140002202500432,Lakshmi Prasad,24,M,A2,0,Hassan,Burglary
56061,25925,100010003202502537,Vinutha Hegde,55,M,A1,0,Bengaluru City,Ransomware
56062,25925,100010003202502537,Rekha Murthy,18,M,A2,0,Bengaluru City,Ransomware
56063,25925,100010003202502537,Fatima Shetty,24,M,A3,0,Bengaluru City,Ransomware
56066,25927,100050006202500709,Ravi Iyengar,51,M,A1,0,Hubballi-Dharwad,Robbery
56067,25927,100050006202500709,Mary Nayak,24,M,A2,0,Hubballi-Dharwad,Robbery
56068,25927,100050006202500709,Prakash Kumar,38,M,A3,0,Hubballi-Dharwad,Robbery
56072,25929,800010002202502538,Deepak Iyengar,47,M,A1,0,Bengaluru City,Possession NDPS
56075,25931,100070005202500522,Girish Iyengar,19,M,A1,0,Kalaburagi,Robbery
56076,25931,100070005202500522,Kiran Nayak,27,M,A2,0,Kalaburagi,Robbery
56077,25931,100070005202500522,Rekha Reddy,46,M,A3,0,Kalaburagi,Robbery
56081,25933,100010002202502540,Basavaraj Kumar,51,M,A1,0,Bengaluru City,Dowry Harassment
56085,25935,100070003202500523,Joseph Kulkarni,31,M,A1,0,Kalaburagi,Robbery
56088,25937,100030001202500956,Shivakumar Patil,21,M,A1,0,Mysuru,Criminal Breach of Trust
56089,25937,100030001202500956,Suresh Kulkarni,53,M,A2,0,Mysuru,Criminal Breach of Trust
56090,25937,100030001202500956,Anitha Murthy,20,M,A3,0,Mysuru,Criminal Breach of Trust
56093,25939,100140004202500433,Joseph Murthy,40,M,A1,0,Hassan,Murder
56097,25941,100060004202500772,Ravi Rao,39,M,A1,0,Belagavi,UPI Fraud
56098,25941,100060004202500772,Anitha Bhat,34,M,A2,0,Belagavi,UPI Fraud
56101,25943,300010003202502542,Bhavana Bhat,55,M,A1,0,Bengaluru City,Robbery
56102,25943,300010003202502542,Kiran Bhat,51,M,A2,0,Bengaluru City,Robbery
56105,25945,100030003202500957,Rekha Iyengar,28,M,A1,0,Mysuru,Theft
56106,25945,100030003202500957,Rekha Bhat,37,M,A2,0,Mysuru,Theft
56107,25945,100030003202500957,Ashwini Kumar,46,M,A3,0,Mysuru,Theft
56110,25947,100050003202500712,Vinutha Prasad,34,M,A1,0,Hubballi-Dharwad,Criminal Breach of Trust
56111,25947,100050003202500712,Yashwanth Bhat,37,F,A2,0,Hubballi-Dharwad,Criminal Breach of Trust
56115,25949,100010002202502544,Yashwanth Hegde,28,M,A1,0,Bengaluru City,Motor Vehicle Theft
56121,25951,100030001202500958,Lakshmi Naik,34,F,A1,0,Mysuru,Motor Vehicle Theft
56125,25953,800020004202500454,Imran Desai,21,M,A1,0,Bengaluru Rural,Attempt to Murder
56128,25955,100110001202500487,Deepak Desai,55,F,A1,0,Tumakuru,Attempt to Murder
56131,25957,100100006202500461,Rekha Iyengar,37,M,A1,4,Shivamogga,Attempt to Murder
56132,25957,100100006202500461,Basavaraj Hegde,41,M,A2,0,Shivamogga,Attempt to Murder
56136,25959,100060002202500773,Lakshmi Nayak,48,M,A1,1,Belagavi,Grievous Hurt
56137,25959,100060002202500773,Deepak Rao,49,M,A2,0,Belagavi,Grievous Hurt
56141,25961,100060003202500774,Bhavana Naik,22,M,A1,0,Belagavi,Motor Vehicle Theft
56142,25961,100060003202500774,Yashwanth Hegde,35,M,A2,0,Belagavi,Motor Vehicle Theft
56143,25961,100060003202500774,Yashwanth Rao,41,F,A3,0,Belagavi,Motor Vehicle Theft
56148,25963,100070004202500525,Yashwanth Shetty,55,M,A1,0,Kalaburagi,Attempt to Murder
56150,25965,800010002202502546,Lakshmi Desai,47,M,A1,0,Bengaluru City,Trafficking NDPS
56151,25965,800010002202502546,Joseph Reddy,33,M,A2,0,Bengaluru City,Trafficking NDPS
56152,25965,800010002202502546,Pooja Iyengar,31,M,A3,0,Bengaluru City,Trafficking NDPS
56154,25967,100120005202500372,Vinutha Prasad,49,M,A1,0,Davanagere,Assault on Woman
56155,25967,100120005202500372,Ashwini Murthy,26,M,A2,0,Davanagere,Assault on Woman
56158,25969,100010002202502547,Prakash Shetty,42,M,A1,0,Bengaluru City,Dowry Harassment
56159,25969,100010002202502547,Kiran Iyengar,44,F,A2,0,Bengaluru City,Dowry Harassment
56160,25969,100010002202502547,Fatima Iyengar,54,M,A3,0,Bengaluru City,Dowry Harassment
56163,25971,100060002202500776,Nagaraj Kulkarni,55,M,A1,0,Belagavi,Rioting
56164,25971,100060002202500776,Prakash Patil,34,M,A2,0,Belagavi,Rioting
56165,25971,100060002202500776,Rekha Rao,38,M,A3,0,Belagavi,Rioting
56169,25973,100010001202502549,Rekha Desai,52,M,A1,0,Bengaluru City,Kidnapping
56171,25975,400120002202500373,Shivakumar Naik,53,M,A1,0,Davanagere,Robbery
56173,25977,100030001202500963,Girish Gowda,21,M,A1,0,Mysuru,Kidnapping
56174,25977,100030001202500963,Prakash Patil,57,M,A2,0,Mysuru,Kidnapping
56176,25979,100010001202502550,Mary Kulkarni,35,M,A1,0,Bengaluru City,Dowry Harassment
56177,25979,100010001202502550,Vinutha Hegde,33,M,A2,0,Bengaluru City,Dowry Harassment
56179,25981,100050002202500713,Kiran Nayak,31,M,A1,0,Hubballi-Dharwad,Cheating
56185,25983,300010001202502552,Shivakumar Rao,39,F,A1,0,Bengaluru City,Chit Fund Fraud
56186,25983,300010001202502552,Pooja Rao,39,M,A2,0,Bengaluru City,Chit Fund Fraud
56187,25983,300010001202502552,Fatima Desai,52,M,A3,0,Bengaluru City,Chit Fund Fraud
56191,25985,100010003202502553,Lakshmi Iyengar,46,M,A1,0,Bengaluru City,Theft
56192,25985,100010003202502553,Pooja Bhat,56,M,A2,7,Bengaluru City,Theft
56195,25987,100010002202502554,Suresh Nayak,30,M,A1,0,Bengaluru City,Unlawful Assembly
56196,25987,100010002202502554,Manjunath Kulkarni,30,F,A2,0,Bengaluru City,Unlawful Assembly
56197,25987,100010002202502554,Mary Desai,46,M,A3,0,Bengaluru City,Unlawful Assembly
56198,25987,100010002202502554,Deepak Naik,48,M,A4,0,Bengaluru City,Unlawful Assembly
56199,25987,100010002202502554,Lakshmi Patil,37,M,A5,0,Bengaluru City,Unlawful Assembly
56201,25989,100090003202500440,Bhavana Hegde,36,F,A1,0,Vijayapura,Dacoity
56202,25989,100090003202500440,Manjunath Bhat,40,F,A2,0,Vijayapura,Dacoity
56205,25991,100010004202502556,Pooja Nayak,42,M,A1,0,Bengaluru City,Theft
56206,25991,100010004202502556,Vinutha Reddy,31,M,A2,0,Bengaluru City,Theft
56209,25993,100010003202502557,Pooja Naik,33,M,A1,0,Bengaluru City,Unlawful Assembly
56210,25993,100010003202502557,Deepak Prasad,38,M,A2,0,Bengaluru City,Unlawful Assembly
56211,25993,100010003202502557,Fatima Nayak,35,M,A3,0,Bengaluru City,Unlawful Assembly
56217,25995,100130003202500319,Bhavana Hegde,50,M,A1,0,Udupi,Unlawful Assembly
56218,25995,100130003202500319,Girish Reddy,21,M,A2,0,Udupi,Unlawful Assembly
56219,25995,100130003202500319,Nagaraj Prasad,35,M,A3,0,Udupi,Unlawful Assembly
56223,25997,800010001202502558,Basavaraj Patil,19,M,A1,0,Bengaluru City,Criminal Breach of Trust
56224,25997,800010001202502558,Lakshmi Iyengar,29,M,A2,0,Bengaluru City,Criminal Breach of Trust
56228,25999,100070002202500526,Bhavana Hegde,41,M,A1,0,Kalaburagi,Robbery
56231,26001,400020002202500455,Mary Bhat,24,M,A1,0,Bengaluru Rural,Motor Vehicle Theft
56236,26003,100030006202500966,Shivakumar Bhat,30,M,A1,0,Mysuru,Assault on Woman
56237,26003,100030006202500966,Ravi Prasad,55,M,A2,0,Mysuru,Assault on Woman
56240,26005,100060003202500779,Chetan Bhat,22,F,A1,0,Belagavi,Theft
56242,26007,400090004202500441,Ashwini Kulkarni,47,M,A1,0,Vijayapura,Dowry Harassment
56243,26007,400090004202500441,Shivakumar Kumar,35,M,A2,0,Vijayapura,Dowry Harassment
56247,26009,100070003202500527,Anitha Kulkarni,51,F,A1,0,Kalaburagi,Attempt to Murder
56249,26011,100040001202500429,Prakash Hegde,24,M,A1,0,Mangaluru (DK),Kidnapping
56253,26013,100110004202500489,Imran Bhat,37,F,A1,0,Tumakuru,Grievous Hurt
56255,26015,800080005202500500,Bhavana Kumar,31,M,A1,0,Ballari,Assault on Woman
56261,26017,100060003202500780,Rekha Shetty,48,M,A1,3,Belagavi,Burglary
56262,26017,100060003202500780,Nagaraj Kulkarni,32,M,A2,0,Belagavi,Burglary
56265,26019,100030001202500969,Prakash Iyengar,24,M,A1,0,Mysuru,Money Laundering
56266,26019,100030001202500969,Manjunath Reddy,26,M,A2,0,Mysuru,Money Laundering
56267,26019,100030001202500969,Kiran Reddy,45,M,A3,0,Mysuru,Money Laundering
56271,26021,800050002202500715,Imran Shetty,54,M,A1,0,Hubballi-Dharwad,Dacoity
56272,26021,800050002202500715,Bhavana Kulkarni,28,M,A2,0,Hubballi-Dharwad,Dacoity
56273,26021,800050002202500715,Basavaraj Iyengar,47,M,A3,3,Hubballi-Dharwad,Dacoity
56275,26023,100140004202500435,Bhavana Nayak,21,M,A1,0,Hassan,Possession NDPS
56280,26025,100070002202500528,Vinutha Nayak,48,M,A1,0,Kalaburagi,Theft
56281,26025,100070002202500528,Mary Reddy,36,M,A2,0,Kalaburagi,Theft
56284,26027,100010002202502565,Basavaraj Patil,24,M,A1,0,Bengaluru City,Domestic Violence
56286,26029,400110002202500491,Girish Bhat,49,M,A1,0,Tumakuru,Motor Vehicle Theft
56287,26029,400110002202500491,Bhavana Patil,20,M,A2,0,Tumakuru,Motor Vehicle Theft
56288,26029,400110002202500491,Manjunath Naik,26,M,A3,0,Tumakuru,Motor Vehicle Theft
56292,26031,100040001202500430,Prakash Prasad,43,F,A1,0,Mangaluru (DK),Domestic Violence
56294,26033,100030005202500970,Rekha Iyengar,42,M,A1,0,Mysuru,Assault on Woman
56295,26033,100030005202500970,Bhavana Desai,23,M,A2,0,Mysuru,Assault on Woman
56296,26033,100030005202500970,Deepak Bhat,49,M,A3,0,Mysuru,Assault on Woman
56300,26035,300120001202500376,Lakshmi Nayak,29,M,A1,3,Davanagere,Theft
56302,26037,100010002202502566,Imran Iyengar,44,M,A1,0,Bengaluru City,Rioting
56303,26037,100010002202502566,Joseph Patil,40,M,A2,0,Bengaluru City,Rioting
56304,26037,100010002202502566,Vinutha Hegde,41,M,A3,0,Bengaluru City,Rioting
56306,26039,100010001202502567,Suresh Nayak,20,M,A1,0,Bengaluru City,Rioting
56307,26039,100010001202502567,Rekha Nayak,43,F,A2,0,Bengaluru City,Rioting
56309,26041,100010002202502568,Prakash Murthy,30,F,A1,0,Bengaluru City,Rioting
56310,26041,100010002202502568,Manjunath Nayak,23,M,A2,0,Bengaluru City,Rioting
56311,26041,100010002202502568,Chetan Bhat,26,M,A3,0,Bengaluru City,Rioting
56312,26041,100010002202502568,Ravi Gowda,38,M,A4,0,Bengaluru City,Rioting
56314,26043,100140006202500440,Yashwanth Rao,36,F,A1,0,Hassan,Unlawful Assembly
56315,26043,100140006202500440,Vinutha Kulkarni,22,M,A2,0,Hassan,Unlawful Assembly
56316,26043,100140006202500440,Bhavana Gowda,42,F,A3,0,Hassan,Unlawful Assembly
56317,26043,100140006202500440,Joseph Kumar,40,M,A4,0,Hassan,Unlawful Assembly
56321,26045,100020003202500457,Ravi Patil,19,M,A1,0,Bengaluru Rural,Robbery
56322,26045,100020003202500457,Ashwini Shetty,34,M,A2,0,Bengaluru Rural,Robbery
56323,26045,100020003202500457,Chetan Kulkarni,36,M,A3,0,Bengaluru Rural,Robbery
56327,26047,400040004202500431,Lakshmi Gowda,46,M,A1,0,Mangaluru (DK),Rioting
56328,26047,400040004202500431,Basavaraj Iyengar,26,M,A2,0,Mangaluru (DK),Rioting
56330,26049,100060003202500782,Joseph Rao,42,M,A1,0,Belagavi,Motor Vehicle Theft
56331,26049,100060003202500782,Vinutha Murthy,52,M,A2,0,Belagavi,Motor Vehicle Theft
56332,26049,100060003202500782,Yashwanth Hegde,25,M,A3,0,Belagavi,Motor Vehicle Theft
56336,26051,100120001202500378,Mary Bhat,37,M,A1,0,Davanagere,Murder
56342,26053,100130002202500321,Fatima Iyengar,42,M,A1,0,Udupi,Dacoity
56343,26053,100130002202500321,Anitha Shetty,20,M,A2,0,Udupi,Dacoity
56344,26053,100130002202500321,Imran Desai,37,M,A3,0,Udupi,Dacoity
56348,26055,100010004202502572,Deepak Bhat,52,M,A1,0,Bengaluru City,Unlawful Assembly
56349,26055,100010004202502572,Fatima Hegde,41,M,A2,0,Bengaluru City,Unlawful Assembly
56350,26055,100010004202502572,Chetan Kumar,22,M,A3,0,Bengaluru City,Unlawful Assembly
56351,26055,100010004202502572,Fatima Bhat,39,M,A4,0,Bengaluru City,Unlawful Assembly
56353,26057,100010002202502573,Pooja Shetty,51,M,A1,0,Bengaluru City,Dowry Harassment
56354,26057,100010002202502573,Yashwanth Kumar,41,M,A2,0,Bengaluru City,Dowry Harassment
56356,26059,100080002202500502,Joseph Hegde,51,F,A1,0,Ballari,Rioting
56357,26059,100080002202500502,Manjunath Bhat,34,M,A2,0,Ballari,Rioting
56358,26059,100080002202500502,Yashwanth Nayak,31,F,A3,0,Ballari,Rioting
56359,26059,100080002202500502,Nagaraj Shetty,19,M,A4,0,Ballari,Rioting
56362,26061,800050005202500718,Bhavana Hegde,56,M,A1,0,Hubballi-Dharwad,Robbery
56363,26061,800050005202500718,Rekha Bhat,25,M,A2,0,Hubballi-Dharwad,Robbery
56364,26061,800050005202500718,Kiran Iyengar,38,F,A3,0,Hubballi-Dharwad,Robbery
56366,26063,300010004202502576,Suresh Reddy,42,M,A1,0,Bengaluru City,Kidnapping
56367,26063,300010004202502576,Rekha Reddy,39,M,A2,0,Bengaluru City,Kidnapping
56368,26063,300010004202502576,Lakshmi Murthy,40,M,A3,0,Bengaluru City,Kidnapping
56370,26065,100010003202502578,Lakshmi Reddy,50,M,A1,0,Bengaluru City,Burglary
56371,26065,100010003202502578,Yashwanth Hegde,48,M,A2,0,Bengaluru City,Burglary
56372,26065,100010003202502578,Pooja Gowda,38,M,A3,0,Bengaluru City,Burglary
56376,26067,100140006202500441,Ashwini Iyengar,43,M,A1,0,Hassan,Robbery
56380,26069,800100001202500462,Rekha Hegde,22,M,A1,0,Shivamogga,Cheating
56382,26071,100140006202500442,Pooja Gowda,54,M,A1,0,Hassan,Murder
56385,26073,100020002202500458,Joseph Reddy,36,M,A1,0,Bengaluru Rural,Theft
56386,26073,100020002202500458,Anitha Desai,34,M,A2,0,Bengaluru Rural,Theft
56389,26075,100090002202500444,Imran Murthy,53,M,A1,0,Vijayapura,Unlawful Assembly
56390,26075,100090002202500444,Pooja Naik,19,M,A2,0,Vijayapura,Unlawful Assembly
56392,26077,800110005202500494,Nagaraj Hegde,21,M,A1,0,Tumakuru,UPI Fraud
56393,26077,800110005202500494,Mary Reddy,32,M,A2,0,Tumakuru,UPI Fraud
56394,26077,800110005202500494,Shivakumar Iyengar,41,M,A3,0,Tumakuru,UPI Fraud
56396,26079,300090005202500445,Girish Shetty,48,M,A1,0,Vijayapura,Unlawful Assembly
56397,26079,300090005202500445,Suresh Kulkarni,54,M,A2,0,Vijayapura,Unlawful Assembly
56398,26079,300090005202500445,Anitha Naik,31,M,A3,0,Vijayapura,Unlawful Assembly
56399,26079,300090005202500445,Anitha Murthy,56,M,A4,0,Vijayapura,Unlawful Assembly
56400,26079,300090005202500445,Imran Reddy,23,M,A5,0,Vijayapura,Unlawful Assembly
56406,26081,100010002202502582,Prakash Murthy,21,M,A1,0,Bengaluru City,Assault on Woman
56409,26083,100010004202502583,Ravi Kulkarni,26,M,A1,0,Bengaluru City,Trafficking NDPS
56412,26085,400050005202500720,Bhavana Bhat,44,M,A1,0,Hubballi-Dharwad,Theft
56413,26085,400050005202500720,Vinutha Prasad,27,M,A2,0,Hubballi-Dharwad,Theft
56414,26085,400050005202500720,Ashwini Shetty,49,M,A3,0,Hubballi-Dharwad,Theft
56416,26087,100140001202500443,Fatima Murthy,24,M,A1,0,Hassan,Motor Vehicle Theft
56417,26087,100140001202500443,Lakshmi Desai,33,M,A2,0,Hassan,Motor Vehicle Theft
56418,26087,100140001202500443,Vinutha Naik,51,M,A3,0,Hassan,Motor Vehicle Theft
56423,26089,100110001202500495,Suresh Hegde,20,M,A1,0,Tumakuru,Online Fraud
56427,26091,100010003202502585,Manjunath Murthy,33,M,A1,0,Bengaluru City,Domestic Violence
56428,26091,100010003202502585,Bhavana Prasad,35,F,A2,0,Bengaluru City,Domestic Violence
56431,26093,100010002202502586,Ashwini Kulkarni,44,F,A1,0,Bengaluru City,Unlawful Assembly
56432,26093,100010002202502586,Joseph Patil,56,M,A2,0,Bengaluru City,Unlawful Assembly
56433,26093,100010002202502586,Bhavana Nayak,24,M,A3,0,Bengaluru City,Unlawful Assembly
56437,26095,100140006202500444,Anitha Murthy,35,M,A1,0,Hassan,Assault on Woman
56440,26097,100110005202500496,Shivakumar Shetty,37,M,A1,0,Tumakuru,Kidnapping
56441,26097,100110005202500496,Yashwanth Shetty,30,F,A2,0,Tumakuru,Kidnapping
56442,26097,100110005202500496,Lakshmi Iyengar,43,M,A3,0,Tumakuru,Kidnapping
56446,26099,100030006202500973,Vinutha Reddy,27,M,A1,0,Mysuru,Robbery
56449,26101,100050001202500722,Bhavana Nayak,21,M,A1,0,Hubballi-Dharwad,Domestic Violence
56450,26101,100050001202500722,Suresh Bhat,36,M,A2,0,Hubballi-Dharwad,Domestic Violence
56452,26103,100010004202502589,Bhavana Rao,19,F,A1,0,Bengaluru City,Assault on Woman
56453,26103,100010004202502589,Deepak Patil,37,M,A2,0,Bengaluru City,Assault on Woman
56459,26105,800130001202500322,Vinutha Reddy,31,M,A1,0,Udupi,Rioting
56460,26105,800130001202500322,Ravi Bhat,25,M,A2,0,Udupi,Rioting
56461,26105,800130001202500322,Shivakumar Bhat,25,M,A3,0,Udupi,Rioting
56462,26105,800130001202500322,Suresh Bhat,57,M,A4,0,Udupi,Rioting
56463,26105,800130001202500322,Pooja Hegde,38,M,A5,0,Udupi,Rioting
56468,26107,100080002202500505,Kiran Nayak,27,M,A1,0,Ballari,Assault on Woman
56469,26107,100080002202500505,Basavaraj Murthy,35,M,A2,0,Ballari,Assault on Woman
56470,26107,100080002202500505,Chetan Nayak,46,M,A3,0,Ballari,Assault on Woman
56472,26109,100080002202500507,Bhavana Nayak,42,F,A1,0,Ballari,Grievous Hurt
56474,26111,100050002202500723,Mary Nayak,35,F,A1,0,Hubballi-Dharwad,Dacoity
56475,26111,100050002202500723,Joseph Naik,40,F,A2,0,Hubballi-Dharwad,Dacoity
56477,26113,100070004202500530,Manjunath Rao,19,M,A1,0,Kalaburagi,Dacoity
56481,26115,100060004202500786,Prakash Kumar,56,M,A1,0,Belagavi,Rioting
56482,26115,100060004202500786,Lakshmi Kumar,43,M,A2,0,Belagavi,Rioting
56483,26115,100060004202500786,Basavaraj Murthy,29,M,A3,0,Belagavi,Rioting
56487,26117,100010002202502592,Nagaraj Kulkarni,47,M,A1,0,Bengaluru City,Robbery
56488,26117,100010002202502592,Bhavana Bhat,28,F,A2,0,Bengaluru City,Robbery
56491,26119,100060003202500788,Ashwini Kulkarni,43,M,A1,0,Belagavi,Dacoity
56495,26121,100010004202502593,Shivakumar Naik,35,M,A1,0,Bengaluru City,Dowry Harassment
56498,26123,400010003202502594,Imran Kulkarni,51,M,A1,0,Bengaluru City,Motor Vehicle Theft
56499,26123,400010003202502594,Anitha Kumar,44,M,A2,0,Bengaluru City,Motor Vehicle Theft
56500,26123,400010003202502594,Deepak Prasad,53,M,A3,0,Bengaluru City,Motor Vehicle Theft
56502,26125,100010003202502595,Ravi Iyengar,33,M,A1,0,Bengaluru City,Burglary
56505,26127,100060001202500789,Lakshmi Murthy,34,M,A1,0,Belagavi,Motor Vehicle Theft
56506,26127,100060001202500789,Manjunath Reddy,25,M,A2,0,Belagavi,Motor Vehicle Theft
56507,26127,100060001202500789,Kiran Reddy,37,M,A3,0,Belagavi,Motor Vehicle Theft
56510,26129,100050006202500725,Shivakumar Prasad,40,M,A1,0,Hubballi-Dharwad,Kidnapping
56511,26129,100050006202500725,Joseph Reddy,43,M,A2,0,Hubballi-Dharwad,Kidnapping
56512,26129,100050006202500725,Ashwini Gowda,32,M,A3,0,Hubballi-Dharwad,Kidnapping
56514,26131,100010003202502597,Mary Prasad,46,M,A1,0,Bengaluru City,Murder
56515,26131,100010003202502597,Ashwini Naik,55,M,A2,0,Bengaluru City,Murder
56519,26133,100110005202500499,Basavaraj Bhat,43,M,A1,0,Tumakuru,Trafficking NDPS
56520,26133,100110005202500499,Shivakumar Murthy,54,M,A2,0,Tumakuru,Trafficking NDPS
56522,26135,100100006202500465,Girish Shetty,55,M,A1,0,Shivamogga,Dowry Harassment
56523,26135,100100006202500465,Rekha Hegde,42,M,A2,0,Shivamogga,Dowry Harassment
56525,26137,100140001202500446,Girish Kulkarni,18,M,A1,0,Hassan,Money Laundering
56526,26137,100140001202500446,Joseph Kumar,39,M,A2,1,Hassan,Money Laundering
56527,26137,100140001202500446,Ashwini Gowda,53,M,A3,0,Hassan,Money Laundering
56529,26139,800030004202500976,Manjunath Iyengar,40,M,A1,0,Mysuru,Attempt to Murder
56530,26139,800030004202500976,Vinutha Gowda,22,M,A2,0,Mysuru,Attempt to Murder
56531,26139,800030004202500976,Kiran Shetty,50,M,A3,0,Mysuru,Attempt to Murder
56535,26141,100020003202500460,Fatima Desai,48,M,A1,0,Bengaluru Rural,Murder
56538,26143,300060003202500791,Deepak Rao,47,M,A1,0,Belagavi,Chit Fund Fraud
56539,26143,300060003202500791,Ashwini Desai,34,F,A2,0,Belagavi,Chit Fund Fraud
56540,26143,300060003202500791,Bhavana Rao,49,M,A3,0,Belagavi,Chit Fund Fraud
56544,26145,100100005202500466,Kiran Nayak,27,M,A1,0,Shivamogga,Assault on Woman
56547,26147,800010004202502600,Joseph Shetty,44,M,A1,0,Bengaluru City,Rioting
56548,26147,800010004202502600,Rekha Iyengar,33,M,A2,0,Bengaluru City,Rioting
56549,26147,800010004202502600,Prakash Shetty,34,M,A3,0,Bengaluru City,Rioting
56550,26147,800010004202502600,Joseph Gowda,23,M,A4,0,Bengaluru City,Rioting
