ArrestID,CaseMasterID,AccusedMasterID,AccusedName,ArrestType,ArrestDate,DistrictName,IOName
14129,23555,0,Deepak Rao,Arrest,2025-06-25,Vijayapura,Mary Reddy
14132,23559,0,Deepak Iyengar,Arrest,2025-06-26,Bengaluru City,Suresh Reddy
14133,23561,0,Rekha Hegde,Surrender,2025-06-26,Hassan,Deepak Reddy
14135,23563,0,Nagaraj Murthy,Arrest,2025-06-26,Hassan,Lakshmi Reddy
14138,23567,0,Yashwanth Patil,Arrest,2025-06-26,Bengaluru City,Manjunath Nayak
14141,23573,0,Kiran Hegde,Surrender,2025-06-26,Bengaluru City,Lakshmi Patil
14142,23577,0,Kiran Murthy,Arrest,2025-06-26,Bengaluru City,Yashwanth Gowda
14144,23581,0,Mary Iyengar,Arrest,2025-06-26,Ballari,Basavaraj Desai
14146,23583,0,Chetan Iyengar,Arrest,2025-06-26,Belagavi,Yashwanth Kumar
14148,23585,0,Ashwini Patil,Surrender,2025-06-26,Bengaluru City,Lakshmi Kulkarni
14152,23593,0,Suresh Shetty,Arrest,2025-06-26,Hubballi-Dharwad,Prakash Kumar
14155,23599,0,Manjunath Kulkarni,Arrest,2025-06-26,Hubballi-Dharwad,Prakash Prasad
14156,23601,0,Anitha Reddy,Arrest,2025-06-27,Shivamogga,Basavaraj Nayak
14158,23603,0,Ravi Shetty,Surrender,2025-06-27,Bengaluru City,Shivakumar Iyengar
14159,23607,0,Shivakumar Shetty,Arrest,2025-06-27,Shivamogga,Imran Murthy
14162,23611,0,Ravi Hegde,Arrest,2025-06-27,Hubballi-Dharwad,Chetan Gowda
14163,23613,0,Rekha Reddy,Arrest,2025-06-27,Hubballi-Dharwad,Basavaraj Rao
14165,23615,0,Nagaraj Desai,Arrest,2025-06-27,Bengaluru City,Pooja Prasad
14168,23621,0,Bhavana Nayak,Arrest,2025-06-27,Belagavi,Basavaraj Prasad
14169,23623,0,Chetan Hegde,Arrest,2025-06-27,Bengaluru City,Yashwanth Nayak
14171,23625,0,Deepak Prasad,Arrest,2025-06-27,Belagavi,Anitha Hegde
14173,23627,0,Pooja Rao,Arrest,2025-06-27,Shivamogga,Deepak Kulkarni
14175,23629,0,Bhavana Naik,Surrender,2025-06-27,Bengaluru City,Nagaraj Patil
14177,23635,0,Chetan Shetty,Arrest,2025-06-27,Mysuru,Lakshmi Murthy
14178,23637,0,Bhavana Prasad,Arrest,2025-06-28,Hubballi-Dharwad,Fatima Gowda
14180,23639,0,Yashwanth Gowda,Surrender,2025-06-28,Belagavi,Vinutha Kulkarni
14182,23641,0,Ashwini Prasad,Arrest,2025-06-28,Mysuru,Mary Kumar
14184,23643,0,Imran Reddy,Arrest,2025-06-28,Hubballi-Dharwad,Suresh Murthy
14186,23645,0,Deepak Rao,Arrest,2025-06-28,Ballari,Mary Bhat
14188,23647,0,Yashwanth Kulkarni,Arrest,2025-06-28,Mangaluru (DK),Fatima Prasad
14190,23649,0,Vinutha Desai,Arrest,2025-06-28,Bengaluru City,Pooja Desai
14191,23651,0,Ashwini Desai,Surrender,2025-06-28,Bengaluru City,Mary Kumar
14195,23659,0,Chetan Gowda,Arrest,2025-06-28,Bengaluru City,Joseph Kumar
14196,23663,0,Mary Murthy,Arrest,2025-06-28,Bengaluru City,Manjunath Prasad
14199,23667,0,Bhavana Desai,Arrest,2025-06-28,Hassan,Suresh Rao
14201,23669,0,Anitha Gowda,Arrest,2025-06-28,Davanagere,Rekha Iyengar
14202,23671,0,Yashwanth Rao,Arrest,2025-06-29,Hassan,Basavaraj Rao
14204,23673,0,Deepak Shetty,Surrender,2025-06-29,Mysuru,Girish Reddy
14207,23677,0,Prakash Hegde,Surrender,2025-06-29,Vijayapura,Nagaraj Iyengar
14209,23679,0,Manjunath Prasad,Arrest,2025-06-29,Belagavi,Pooja Shetty
14212,23691,0,Kiran Rao,Surrender,2025-06-29,Bengaluru City,Rekha Hegde
14214,23693,0,Bhavana Naik,Arrest,2025-06-29,Bengaluru City,Imran Nayak
14216,23695,0,Shivakumar Murthy,Arrest,2025-06-29,Bengaluru City,Basavaraj Desai
14217,23699,0,Girish Murthy,Arrest,2025-06-29,Mangaluru (DK),Basavaraj Kulkarni
14221,23705,0,Prakash Naik,Arrest,2025-06-29,Davanagere,Joseph Kulkarni
14223,23707,0,Shivakumar Hegde,Arrest,2025-06-29,Mysuru,Shivakumar Gowda
14229,23719,0,Deepak Reddy,Arrest,2025-06-30,Bengaluru Rural,Basavaraj Iyengar
14230,23725,0,Suresh Kulkarni,Arrest,2025-06-30,Bengaluru City,Basavaraj Kulkarni
14231,23731,0,Chetan Desai,Arrest,2025-06-30,Davanagere,Vinutha Kulkarni
14235,23741,0,Deepak Nayak,Arrest,2025-06-30,Vijayapura,Suresh Naik
14237,23745,0,Ravi Naik,Arrest,2025-06-30,Hassan,Suresh Patil
14239,23747,0,Rekha Kulkarni,Arrest,2025-06-30,Bengaluru Rural,Basavaraj Naik
14241,23749,0,Bhavana Iyengar,Arrest,2025-06-30,Mangaluru (DK),Imran Shetty
14244,23753,0,Bhavana Naik,Arrest,2025-07-01,Vijayapura,Bhavana Gowda
14247,23757,0,Shivakumar Bhat,Arrest,2025-07-01,Mysuru,Mary Kumar
14249,23759,0,Chetan Desai,Arrest,2025-07-01,Bengaluru City,Rekha Nayak
14250,23761,0,Girish Patil,Surrender,2025-07-01,Hassan,Anitha Desai
14251,23763,0,Ashwini Reddy,Arrest,2025-07-01,Mysuru,Ravi Desai
14253,23765,0,Vinutha Reddy,Surrender,2025-07-01,Shivamogga,Mary Reddy
14255,23767,0,Kiran Kumar,Arrest,2025-07-01,Hubballi-Dharwad,Shivakumar Kumar
14256,23769,0,Manjunath Hegde,Surrender,2025-07-01,Bengaluru City,Pooja Gowda
14258,23773,0,Nagaraj Kulkarni,Arrest,2025-07-01,Bengaluru Rural,Chetan Bhat
14260,23775,0,Rekha Kumar,Arrest,2025-07-01,Hubballi-Dharwad,Mary Hegde
14262,23777,0,Rekha Kumar,Arrest,2025-07-02,Mangaluru (DK),Mary Reddy
14263,23779,0,Lakshmi Murthy,Arrest,2025-07-02,Hubballi-Dharwad,Girish Shetty
14265,23781,0,Chetan Nayak,Arrest,2025-07-02,Ballari,Joseph Shetty
14267,23783,0,Joseph Patil,Arrest,2025-07-02,Mangaluru (DK),Manjunath Nayak
14269,23787,0,Imran Shetty,Arrest,2025-07-02,Bengaluru City,Yashwanth Rao
14272,23791,0,Suresh Kumar,Arrest,2025-07-02,Shivamogga,Suresh Bhat
14274,23795,0,Lakshmi Hegde,Surrender,2025-07-02,Bengaluru City,Mary Patil
14276,23799,0,Lakshmi Nayak,Arrest,2025-07-02,Ballari,Bhavana Desai
14277,23801,0,Vinutha Kumar,Arrest,2025-07-02,Udupi,Chetan Desai
14280,23805,0,Ravi Iyengar,Arrest,2025-07-02,Vijayapura,Chetan Desai
14281,23807,0,Mary Desai,Arrest,2025-07-02,Hassan,Ashwini Desai
14283,23811,0,Suresh Shetty,Arrest,2025-07-02,Ballari,Lakshmi Shetty
14284,23813,0,Ravi Shetty,Arrest,2025-07-03,Bengaluru City,Vinutha Prasad
14286,23815,0,Deepak Naik,Arrest,2025-07-03,Bengaluru City,Fatima Prasad
14288,23819,0,Bhavana Bhat,Arrest,2025-07-03,Kalaburagi,Mary Gowda
14290,23825,0,Yashwanth Hegde,Arrest,2025-07-03,Kalaburagi,Nagaraj Rao
14291,23831,0,Fatima Kulkarni,Arrest,2025-07-03,Shivamogga,Girish Kulkarni
14293,23833,0,Deepak Patil,Arrest,2025-07-03,Bengaluru City,Basavaraj Rao
14295,23835,0,Imran Iyengar,Arrest,2025-07-03,Hassan,Fatima Shetty
14296,23837,0,Anitha Nayak,Arrest,2025-07-03,Mangaluru (DK),Pooja Reddy
14297,23839,0,Nagaraj Shetty,Arrest,2025-07-03,Bengaluru City,Lakshmi Patil
14299,23841,0,Prakash Reddy,Arrest,2025-07-03,Hassan,Anitha Nayak
14301,23847,0,Basavaraj Reddy,Arrest,2025-07-04,Hubballi-Dharwad,Girish Patil
14302,23851,0,Chetan Desai,Arrest,2025-07-04,Bengaluru City,Basavaraj Patil
14305,23855,0,Chetan Nayak,Arrest,2025-07-04,Hubballi-Dharwad,Kiran Gowda
14306,23859,0,Prakash Prasad,Arrest,2025-07-04,Vijayapura,Fatima Shetty
14308,23863,0,Vinutha Kumar,Arrest,2025-07-04,Shivamogga,Vinutha Patil
14310,23865,0,Rekha Patil,Surrender,2025-07-04,Bengaluru City,Manjunath Murthy
14312,23871,0,Yashwanth Nayak,Arrest,2025-07-04,Vijayapura,Rekha Nayak
14313,23873,0,Lakshmi Hegde,Arrest,2025-07-04,Ballari,Bhavana Bhat
14314,23877,0,Anitha Desai,Arrest,2025-07-04,Mysuru,Anitha Murthy
14316,23879,0,Suresh Kumar,Arrest,2025-07-04,Mysuru,Girish Nayak
14319,23883,0,Manjunath Bhat,Surrender,2025-07-04,Udupi,Fatima Nayak
14321,23887,0,Vinutha Bhat,Arrest,2025-07-05,Raichur,Imran Reddy
14322,23889,0,Girish Patil,Arrest,2025-07-05,Raichur,Joseph Murthy
14324,23891,0,Manjunath Iyengar,Arrest,2025-07-05,Hubballi-Dharwad,Ashwini Gowda
14327,23897,0,Basavaraj Iyengar,Arrest,2025-07-05,Bengaluru City,Fatima Shetty
14329,23899,0,Pooja Bhat,Surrender,2025-07-05,Ballari,Ravi Gowda
14332,23903,0,Chetan Kulkarni,Arrest,2025-07-05,Udupi,Ashwini Kulkarni
14333,23907,0,Vinutha Kumar,Arrest,2025-07-05,Ballari,Fatima Kulkarni
14335,23909,0,Yashwanth Kulkarni,Arrest,2025-07-05,Udupi,Nagaraj Desai
14337,23913,0,Prakash Nayak,Arrest,2025-07-05,Hubballi-Dharwad,Mary Iyengar
14339,23915,0,Mary Murthy,Surrender,2025-07-06,Hubballi-Dharwad,Lakshmi Iyengar
14344,23927,0,Ravi Desai,Arrest,2025-07-06,Raichur,Mary Bhat
14346,23929,0,Deepak Rao,Arrest,2025-07-06,Mysuru,Yashwanth Rao
14348,23935,0,Ravi Patil,Arrest,2025-07-06,Davanagere,Pooja Shetty
14350,23937,0,Girish Kulkarni,Arrest,2025-07-06,Hassan,Deepak Naik
14352,23939,0,Fatima Reddy,Arrest,2025-07-06,Bengaluru City,Basavaraj Naik
14354,23941,0,Bhavana Nayak,Arrest,2025-07-06,Hubballi-Dharwad,Fatima Gowda
14356,23945,0,Shivakumar Bhat,Arrest,2025-07-06,Vijayapura,Mary Gowda
14359,23951,0,Basavaraj Kulkarni,Arrest,2025-07-07,Mysuru,Suresh Gowda
14360,23955,0,Chetan Prasad,Arrest,2025-07-07,Bengaluru City,Yashwanth Kumar
14364,23963,0,Bhavana Hegde,Arrest,2025-07-07,Hubballi-Dharwad,Ravi Nayak
14366,23965,0,Kiran Gowda,Arrest,2025-07-07,Bengaluru City,Anitha Kumar
14367,23967,0,Manjunath Patil,Arrest,2025-07-07,Raichur,Imran Bhat
14369,23969,0,Prakash Gowda,Surrender,2025-07-07,Bengaluru City,Yashwanth Nayak
14372,23973,0,Vinutha Shetty,Arrest,2025-07-07,Tumakuru,Mary Iyengar
14373,23975,0,Manjunath Kumar,Surrender,2025-07-07,Mysuru,Imran Kumar
14374,23977,0,Yashwanth Patil,Arrest,2025-07-07,Davanagere,Deepak Nayak
14376,23983,0,Joseph Nayak,Surrender,2025-07-08,Bengaluru City,Yashwanth Kumar
14377,23985,0,Bhavana Prasad,Arrest,2025-07-08,Bengaluru City,Imran Rao
14378,23987,0,Joseph Shetty,Arrest,2025-07-08,Mysuru,Ravi Desai
14381,23991,0,Fatima Shetty,Arrest,2025-07-08,Hassan,Suresh Iyengar
14383,23993,0,Prakash Hegde,Arrest,2025-07-08,Ballari,Chetan Kulkarni
14385,23999,0,Rekha Kumar,Surrender,2025-07-08,Bengaluru Rural,Ravi Murthy
14387,24001,0,Anitha Naik,Arrest,2025-07-08,Bengaluru City,Prakash Patil
14388,24003,0,Nagaraj Kulkarni,Arrest,2025-07-08,Bengaluru City,Vinutha Bhat
14390,24007,0,Manjunath Shetty,Arrest,2025-07-08,Shivamogga,Bhavana Naik
14392,24009,0,Nagaraj Desai,Arrest,2025-07-09,Shivamogga,Ravi Iyengar
14393,24011,0,Ravi Nayak,Arrest,2025-07-09,Mysuru,Chetan Shetty
14395,24013,0,Imran Desai,Arrest,2025-07-09,Bengaluru City,Rekha Bhat
14396,24015,0,Manjunath Reddy,Arrest,2025-07-09,Vijayapura,Nagaraj Shetty
14398,24017,0,Deepak Murthy,Arrest,2025-07-09,Bengaluru Rural,Fatima Nayak
14399,24019,0,Manjunath Kumar,Arrest,2025-07-09,Hubballi-Dharwad,Joseph Desai
14401,24021,0,Yashwanth Desai,Arrest,2025-07-09,Davanagere,Ravi Hegde
14402,24023,0,Anitha Iyengar,Surrender,2025-07-09,Udupi,Manjunath Prasad
14403,24025,0,Pooja Shetty,Surrender,2025-07-09,Hassan,Chetan Kumar
14405,24027,0,Bhavana Naik,Arrest,2025-07-09,Bengaluru City,Girish Iyengar
14407,24029,0,Fatima Shetty,Surrender,2025-07-09,Bengaluru City,Shivakumar Hegde
14410,24035,0,Lakshmi Rao,Arrest,2025-07-09,Mysuru,Mary Rao
14412,24037,0,Joseph Nayak,Arrest,2025-07-09,Bengaluru City,Shivakumar Patil
14414,24039,0,Imran Iyengar,Arrest,2025-07-09,Bengaluru City,Joseph Bhat
14417,24043,0,Nagaraj Shetty,Arrest,2025-07-09,Mysuru,Lakshmi Kumar
14419,24045,0,Deepak Rao,Arrest,2025-07-10,Vijayapura,Ravi Murthy
14422,24051,0,Mary Kumar,Arrest,2025-07-10,Bengaluru City,Manjunath Patil
14423,24053,0,Ravi Desai,Arrest,2025-07-10,Mangaluru (DK),Ravi Naik
14429,24063,0,Rekha Patil,Arrest,2025-07-10,Hubballi-Dharwad,Mary Kulkarni
14431,24065,0,Girish Patil,Arrest,2025-07-10,Shivamogga,Kiran Kumar
14434,24069,0,Girish Patil,Arrest,2025-07-10,Hassan,Yashwanth Kulkarni
14436,24071,0,Pooja Hegde,Arrest,2025-07-10,Ballari,Basavaraj Rao
14437,24073,0,Deepak Rao,Arrest,2025-07-10,Mysuru,Rekha Kulkarni
14439,24079,0,Yashwanth Iyengar,Arrest,2025-07-10,Bengaluru Rural,Prakash Iyengar
14441,24081,0,Pooja Reddy,Arrest,2025-07-10,Mysuru,Vinutha Reddy
14443,24083,0,Suresh Murthy,Arrest,2025-07-10,Vijayapura,Prakash Reddy
14445,24085,0,Prakash Nayak,Arrest,2025-07-10,Belagavi,Vinutha Kumar
14446,24089,0,Suresh Iyengar,Arrest,2025-07-11,Bengaluru City,Bhavana Desai
14448,24091,0,Joseph Iyengar,Surrender,2025-07-11,Ballari,Fatima Murthy
14451,24095,0,Prakash Rao,Arrest,2025-07-11,Mangaluru (DK),Imran Prasad
14453,24101,0,Mary Rao,Arrest,2025-07-11,Bengaluru City,Joseph Rao
14454,24105,0,Pooja Gowda,Surrender,2025-07-11,Bengaluru City,Fatima Kumar
14457,24109,0,Nagaraj Bhat,Arrest,2025-07-11,Ballari,Prakash Rao
14460,24115,0,Imran Kumar,Arrest,2025-07-11,Hubballi-Dharwad,Deepak Naik
14461,24117,0,Girish Kulkarni,Arrest,2025-07-11,Mysuru,Mary Murthy
14463,24119,0,Ashwini Bhat,Arrest,2025-07-11,Hassan,Chetan Hegde
14465,24121,0,Bhavana Murthy,Arrest,2025-07-11,Vijayapura,Manjunath Rao
14467,24123,0,Pooja Nayak,Arrest,2025-07-11,Shivamogga,Vinutha Bhat
14469,24127,0,Lakshmi Patil,Arrest,2025-07-11,Bengaluru City,Shivakumar Reddy
14470,24129,0,Nagaraj Reddy,Arrest,2025-07-11,Bengaluru City,Chetan Naik
14471,24131,0,Deepak Prasad,Arrest,2025-07-12,Bengaluru City,Lakshmi Hegde
14474,24137,0,Shivakumar Rao,Arrest,2025-07-12,Hubballi-Dharwad,Fatima Bhat
14475,24139,0,Nagaraj Rao,Surrender,2025-07-12,Bengaluru City,Girish Naik
14476,24141,0,Suresh Kumar,Arrest,2025-07-12,Mysuru,Prakash Rao
14478,24143,0,Pooja Iyengar,Arrest,2025-07-12,Ballari,Ashwini Prasad
14480,24147,0,Rekha Gowda,Surrender,2025-07-12,Belagavi,Pooja Reddy
14481,24149,0,Manjunath Desai,Arrest,2025-07-12,Bengaluru City,Joseph Naik
14484,24153,0,Ashwini Desai,Arrest,2025-07-12,Bengaluru City,Shivakumar Reddy
14486,24155,0,Shivakumar Naik,Arrest,2025-07-12,Udupi,Girish Murthy
14488,24159,0,Ashwini Gowda,Arrest,2025-07-12,Vijayapura,Nagaraj Kumar
14491,24165,0,Basavaraj Iyengar,Arrest,2025-07-12,Hubballi-Dharwad,Imran Bhat
14493,24167,0,Fatima Rao,Arrest,2025-07-12,Shivamogga,Rekha Murthy
14494,24171,0,Vinutha Hegde,Surrender,2025-07-12,Bengaluru City,Girish Kulkarni
14496,24173,0,Lakshmi Kulkarni,Arrest,2025-07-13,Udupi,Prakash Gowda
14498,24177,0,Deepak Reddy,Surrender,2025-07-13,Bengaluru City,Ashwini Prasad
14501,24183,0,Basavaraj Kulkarni,Arrest,2025-07-13,Mysuru,Fatima Murthy
14504,24189,0,Girish Kulkarni,Arrest,2025-07-13,Mangaluru (DK),Nagaraj Prasad
14505,24193,0,Joseph Naik,Arrest,2025-07-13,Ballari,Shivakumar Desai
14507,24195,0,Deepak Shetty,Arrest,2025-07-13,Bengaluru City,Deepak Nayak
14510,24199,0,Anitha Nayak,Arrest,2025-07-13,Mysuru,Prakash Shetty
14512,24201,0,Nagaraj Rao,Arrest,2025-07-13,Bengaluru City,Prakash Murthy
14516,24207,0,Chetan Desai,Arrest,2025-07-14,Udupi,Deepak Kumar
14518,24209,0,Rekha Hegde,Arrest,2025-07-14,Bengaluru City,Imran Prasad
14520,24211,0,Imran Bhat,Surrender,2025-07-14,Bengaluru City,Fatima Nayak
14521,24213,0,Bhavana Patil,Arrest,2025-07-14,Ballari,Bhavana Naik
14523,24215,0,Deepak Rao,Arrest,2025-07-14,Belagavi,Prakash Murthy
14526,24221,0,Imran Prasad,Surrender,2025-07-14,Bengaluru City,Prakash Kumar
14529,24225,0,Kiran Desai,Arrest,2025-07-14,Tumakuru,Deepak Prasad
14531,24227,0,Suresh Prasad,Arrest,2025-07-14,Kalaburagi,Deepak Murthy
14533,24229,0,Suresh Patil,Arrest,2025-07-14,Belagavi,Kiran Iyengar
14536,24233,0,Bhavana Gowda,Arrest,2025-07-15,Hubballi-Dharwad,Basavaraj Patil
14538,24235,0,Basavaraj Prasad,Arrest,2025-07-15,Bengaluru City,Joseph Bhat
14540,24241,0,Imran Rao,Arrest,2025-07-15,Udupi,Ravi Hegde
14541,24245,0,Shivakumar Gowda,Arrest,2025-07-15,Mysuru,Basavaraj Rao
14544,24255,0,Mary Iyengar,Arrest,2025-07-15,Bengaluru Rural,Imran Nayak
14545,24257,0,Girish Patil,Surrender,2025-07-15,Bengaluru Rural,Anitha Patil
14546,24259,0,Bhavana Naik,Arrest,2025-07-15,Bengaluru City,Girish Kumar
14547,24261,0,Yashwanth Reddy,Surrender,2025-07-15,Belagavi,Joseph Rao
14549,24263,0,Ashwini Patil,Arrest,2025-07-15,Bengaluru Rural,Pooja Desai
14551,24267,0,Lakshmi Prasad,Arrest,2025-07-15,Hassan,Prakash Gowda
14552,24271,0,Anitha Rao,Arrest,2025-07-15,Bengaluru City,Basavaraj Patil
14554,24273,0,Fatima Kumar,Arrest,2025-07-16,Mysuru,Lakshmi Prasad
14556,24275,0,Prakash Prasad,Arrest,2025-07-16,Kalaburagi,Manjunath Nayak
14558,24279,0,Imran Hegde,Surrender,2025-07-16,Hubballi-Dharwad,Manjunath Nayak
14560,24283,0,Kiran Rao,Arrest,2025-07-16,Mangaluru (DK),Girish Murthy
14563,24287,0,Vinutha Rao,Surrender,2025-07-16,Tumakuru,Ravi Prasad
14565,24289,0,Basavaraj Gowda,Arrest,2025-07-16,Belagavi,Rekha Patil
14568,24293,0,Deepak Desai,Arrest,2025-07-16,Belagavi,Anitha Shetty
14570,24297,0,Bhavana Prasad,Arrest,2025-07-16,Belagavi,Lakshmi Patil
14572,24299,0,Girish Kulkarni,Arrest,2025-07-16,Ballari,Kiran Reddy
14573,24303,0,Suresh Kumar,Surrender,2025-07-16,Bengaluru City,Chetan Patil
14576,24309,0,Ravi Kumar,Arrest,2025-07-16,Hubballi-Dharwad,Ravi Iyengar
14578,24311,0,Lakshmi Kumar,Surrender,2025-07-16,Ballari,Imran Shetty
14581,24319,0,Girish Prasad,Arrest,2025-07-16,Bengaluru City,Ravi Naik
14583,24321,0,Basavaraj Nayak,Arrest,2025-07-16,Bengaluru City,Bhavana Bhat
14585,24327,0,Chetan Kulkarni,Arrest,2025-07-17,Bengaluru City,Joseph Iyengar
14587,24331,0,Prakash Gowda,Arrest,2025-07-17,Bengaluru City,Nagaraj Shetty
14589,24333,0,Joseph Gowda,Arrest,2025-07-17,Bengaluru City,Fatima Reddy
14590,24337,0,Bhavana Desai,Arrest,2025-07-17,Ballari,Shivakumar Rao
14591,24345,0,Basavaraj Reddy,Arrest,2025-07-17,Belagavi,Nagaraj Patil
14592,24349,0,Manjunath Murthy,Arrest,2025-07-17,Mysuru,Deepak Patil
14595,24353,0,Yashwanth Murthy,Arrest,2025-07-17,Bengaluru City,Mary Hegde
14598,24361,0,Rekha Desai,Arrest,2025-07-18,Bengaluru City,Joseph Murthy
14599,24363,0,Chetan Kulkarni,Arrest,2025-07-18,Mysuru,Anitha Gowda
14601,24365,0,Manjunath Bhat,Surrender,2025-07-18,Mysuru,Chetan Prasad
14602,24367,0,Bhavana Desai,Surrender,2025-07-18,Ballari,Fatima Rao
14604,24369,0,Basavaraj Naik,Arrest,2025-07-18,Belagavi,Imran Kumar
14605,24373,0,Nagaraj Shetty,Arrest,2025-07-18,Tumakuru,Suresh Prasad
14607,24375,0,Suresh Gowda,Arrest,2025-07-18,Hassan,Manjunath Iyengar
14608,24381,0,Mary Reddy,Arrest,2025-07-18,Ballari,Shivakumar Rao
14611,24387,0,Yashwanth Rao,Arrest,2025-07-18,Bengaluru City,Lakshmi Patil
14615,24395,0,Chetan Kulkarni,Arrest,2025-07-18,Bengaluru City,Suresh Shetty
14617,24397,0,Vinutha Kumar,Surrender,2025-07-18,Bengaluru City,Kiran Bhat
14620,24401,0,Pooja Rao,Arrest,2025-07-18,Bengaluru City,Imran Kumar
14622,24403,0,Lakshmi Iyengar,Arrest,2025-07-19,Hassan,Rekha Gowda
14623,24405,0,Kiran Hegde,Arrest,2025-07-19,Kalaburagi,Joseph Kulkarni
14625,24407,0,Prakash Kumar,Arrest,2025-07-19,Hubballi-Dharwad,Basavaraj Rao
14626,24409,0,Ravi Desai,Arrest,2025-07-19,Hassan,Prakash Nayak
14628,24411,0,Girish Rao,Arrest,2025-07-19,Hassan,Ravi Bhat
14630,24415,0,Deepak Iyengar,Arrest,2025-07-19,Davanagere,Ashwini Iyengar
14631,24417,0,Fatima Desai,Arrest,2025-07-19,Hassan,Ashwini Murthy
14633,24419,0,Rekha Naik,Arrest,2025-07-19,Kalaburagi,Suresh Hegde
14635,24421,0,Pooja Shetty,Arrest,2025-07-19,Kalaburagi,Manjunath Nayak
14636,24423,0,Rekha Gowda,Arrest,2025-07-19,Bengaluru City,Vinutha Patil
14638,24427,0,Shivakumar Bhat,Arrest,2025-07-19,Vijayapura,Suresh Hegde
14639,24429,0,Suresh Rao,Surrender,2025-07-19,Bengaluru City,Rekha Hegde
14641,24431,0,Girish Rao,Arrest,2025-07-19,Kalaburagi,Rekha Patil
14642,24433,0,Vinutha Bhat,Arrest,2025-07-19,Bengaluru City,Girish Hegde
14644,24435,0,Nagaraj Desai,Arrest,2025-07-19,Belagavi,Pooja Naik
14646,24439,0,Fatima Shetty,Arrest,2025-07-19,Bengaluru City,Mary Naik
14648,24443,0,Nagaraj Patil,Arrest,2025-07-19,Kalaburagi,Basavaraj Prasad
14649,24445,0,Rekha Shetty,Arrest,2025-07-19,Belagavi,Bhavana Rao
14653,24453,0,Vinutha Bhat,Arrest,2025-07-20,Kalaburagi,Prakash Iyengar
14655,24455,0,Lakshmi Patil,Arrest,2025-07-20,Bengaluru City,Fatima Shetty
14657,24457,0,Basavaraj Iyengar,Arrest,2025-07-20,Davanagere,Bhavana Rao
14659,24459,0,Imran Hegde,Arrest,2025-07-20,Hubballi-Dharwad,Chetan Murthy
14661,24461,0,Anitha Gowda,Arrest,2025-07-20,Udupi,Nagaraj Prasad
14663,24463,0,Yashwanth Reddy,Arrest,2025-07-20,Vijayapura,Mary Nayak
14665,24465,0,Manjunath Desai,Arrest,2025-07-20,Raichur,Suresh Bhat
14666,24469,0,Vinutha Desai,Arrest,2025-07-20,Bengaluru City,Ravi Patil
14669,24475,0,Vinutha Naik,Arrest,2025-07-20,Bengaluru City,Deepak Reddy
14671,24477,0,Kiran Nayak,Surrender,2025-07-20,Hubballi-Dharwad,Kiran Shetty
14672,24479,0,Girish Nayak,Arrest,2025-07-20,Bengaluru City,Manjunath Bhat
14674,24489,0,Yashwanth Iyengar,Arrest,2025-07-20,Belagavi,Anitha Rao
14676,24491,0,Imran Desai,Arrest,2025-07-20,Ballari,Bhavana Hegde
14679,24497,0,Prakash Murthy,Arrest,2025-07-21,Shivamogga,Imran Murthy
14680,24499,0,Bhavana Kulkarni,Arrest,2025-07-21,Bengaluru City,Deepak Reddy
14684,24509,0,Anitha Rao,Arrest,2025-07-21,Shivamogga,Prakash Gowda
14685,24513,0,Prakash Nayak,Surrender,2025-07-21,Vijayapura,Joseph Nayak
14688,24517,0,Rekha Shetty,Arrest,2025-07-21,Bengaluru City,Pooja Naik
14690,24523,0,Lakshmi Reddy,Surrender,2025-07-21,Mysuru,Nagaraj Naik
14692,24525,0,Basavaraj Hegde,Arrest,2025-07-21,Tumakuru,Joseph Gowda
14694,24529,0,Bhavana Hegde,Arrest,2025-07-21,Bengaluru City,Deepak Patil
14695,24531,0,Yashwanth Hegde,Arrest,2025-07-21,Bengaluru City,Deepak Iyengar
14697,24535,0,Yashwanth Rao,Arrest,2025-07-21,Hubballi-Dharwad,Mary Kumar
14699,24537,0,Fatima Rao,Arrest,2025-07-21,Hubballi-Dharwad,Girish Nayak
14701,24539,0,Lakshmi Murthy,Arrest,2025-07-21,Bengaluru City,Pooja Naik
14704,24545,0,Suresh Reddy,Arrest,2025-07-21,Davanagere,Imran Shetty
14705,24547,0,Mary Hegde,Arrest,2025-07-21,Bengaluru City,Rekha Iyengar
14707,24551,0,Suresh Bhat,Arrest,2025-07-22,Davanagere,Bhavana Kumar
14708,24553,0,Suresh Desai,Arrest,2025-07-22,Tumakuru,Kiran Shetty
14710,24555,0,Nagaraj Bhat,Surrender,2025-07-22,Belagavi,Mary Bhat
14713,24559,0,Suresh Patil,Arrest,2025-07-22,Belagavi,Deepak Gowda
14715,24561,0,Deepak Desai,Arrest,2025-07-22,Ballari,Vinutha Nayak
14717,24565,0,Mary Reddy,Arrest,2025-07-22,Hubballi-Dharwad,Rekha Nayak
14719,24567,0,Pooja Gowda,Surrender,2025-07-22,Mangaluru (DK),Ravi Iyengar
14721,24569,0,Rekha Gowda,Arrest,2025-07-22,Davanagere,Shivakumar Kumar
14723,24571,0,Manjunath Prasad,Surrender,2025-07-22,Raichur,Prakash Murthy
14724,24573,0,Ravi Kumar,Arrest,2025-07-22,Ballari,Prakash Gowda
14726,24577,0,Joseph Reddy,Arrest,2025-07-22,Bengaluru City,Imran Bhat
14728,24581,0,Suresh Kulkarni,Surrender,2025-07-22,Bengaluru City,Fatima Iyengar
